creator_id,topic,recent_video_transcript,posting_cadence_days,views_90d,clicks,leads,qualified_leads,enrollments,refunds,geography,language,category_tag
EDU_0049,Cloud Computing,"AWS cloud computing: EC2, S3, Lambda, and serverless architecture implementation guide",6,139203,4444,604,422,230,26,INDIA,English,interview-prep;comprehensive
EDU_0050,Machine Learning,Machine learning algorithms deep dive: linear regression to neural networks with Python implementation,1,31279,1966,455,409,287,28,INDIA,English,project-based
EDU_0051,Mobile Development,Full-stack development bootcamp: MERN stack with authentication and deployment strategies,1,96817,3298,399,248,139,10,INDIA,Hindi,hands-on;comprehensive
EDU_0052,DevOps;Artificial Intelligence,"DevOps engineering essentials: Docker containers, Kubernetes orchestration, and CI/CD automation",3,58010,1554,210,149,77,8,INDIA,Telugu,career-guidance;tutorial
EDU_0053,Software Engineering,System design interview masterclass: scalability patterns and distributed systems architecture,1,50412,2039,286,178,111,5,INDIA,Hindi,quick-start
EDU_0054,MongoDB,"Career transition to tech: portfolio building, networking, and landing your first developer job",5,150000,4817,385,271,142,16,INDIA,English,practical;project-based
EDU_0055,Artificial Intelligence,Deep learning with PyTorch and TensorFlow: computer vision and NLP projects from scratch,10,102192,2415,285,183,85,7,INDIA,Telugu,career-guidance
EDU_0056,Deep Learning,Deep learning with PyTorch and TensorFlow: computer vision and NLP projects from scratch,1,8773,443,60,49,29,2,INDIA,English,career-guidance
EDU_0057,Artificial Intelligence;Algorithms,"Data Science career roadmap 2024: statistics, pandas, machine learning, and real industry projects",3,16737,368,38,26,15,0,INDIA,Telugu,comprehensive
EDU_0058,Programming Fundamentals,Web development portfolio: 10 projects to showcase your skills and impress employers,1,4376,174,30,25,15,0,INDIA,English,practical;tutorial
EDU_0059,System Design;Interview Preparation,System design interview masterclass: scalability patterns and distributed systems architecture,6,15381,834,133,109,68,2,INDIA,English,advanced
EDU_0060,Cloud Computing,"DevOps engineering essentials: Docker containers, Kubernetes orchestration, and CI/CD automation",5,46464,1890,257,161,86,2,INDIA,English,theory;advanced
EDU_0061,Node.js;DevOps,"Backend development masterclass: Node.js, Express, MongoDB, and RESTful API design patterns",1,68744,1571,256,168,101,2,INDIA,Hindi,advanced
EDU_0062,Node.js;Coding Practice,"Backend development masterclass: Node.js, Express, MongoDB, and RESTful API design patterns",3,144798,4666,624,558,353,35,INDIA,English,interview-prep
EDU_0063,SQL,"Database design fundamentals: normalization, indexing, and performance optimization strategies",4,6625,393,85,76,49,1,INDIA,Hindi,theory
EDU_0064,Django,"Software engineering best practices: clean code, testing, and agile development methodologies",2,19913,1057,135,88,53,6,INDIA,Hindi,project-based;beginner-friendly
EDU_0065,Java,"Software engineering best practices: clean code, testing, and agile development methodologies",5,66946,2249,300,270,127,7,INDIA,Hindi,step-by-step;comprehensive
EDU_0066,Machine Learning,Machine learning algorithms deep dive: linear regression to neural networks with Python implementation,4,104955,4922,767,518,335,35,INDIA,Hindi,quick-start
EDU_0067,Interview Preparation;Backend Development,Coding interview bootcamp: problem-solving techniques and whiteboard coding strategies,3,3185,174,35,28,21,1,INDIA,English,beginner-friendly
EDU_0068,Web Development,Full-stack development bootcamp: MERN stack with authentication and deployment strategies,4,25703,984,164,106,49,1,INDIA,Telugu,hands-on;project-based
EDU_0069,Statistics;Software Engineering,Web development portfolio: 10 projects to showcase your skills and impress employers,1,14041,636,66,59,33,0,INDIA,English,advanced
EDU_0070,Cloud Computing;Data Science,"AWS cloud computing: EC2, S3, Lambda, and serverless architecture implementation guide",5,10322,578,87,69,47,1,INDIA,Hindi,quick-start;practical
EDU_0071,Interview Preparation;JavaScript,System design interview masterclass: scalability patterns and distributed systems architecture,7,45476,1701,244,183,80,6,INDIA,Hindi,quick-start;project-based
EDU_0072,Web Development,Web development portfolio: 10 projects to showcase your skills and impress employers,4,18890,602,59,50,31,2,INDIA,English,quick-start
EDU_0073,MongoDB;Data Science,"Software engineering best practices: clean code, testing, and agile development methodologies",2,74288,2864,544,489,340,37,INDIA,Hindi,hands-on
EDU_0074,Frontend Development;Java,"JavaScript complete guide: ES6+, async programming, DOM manipulation, and modern frameworks",3,17276,668,56,35,21,1,INDIA,Hindi,project-based
EDU_0075,Frontend Development,"JavaScript complete guide: ES6+, async programming, DOM manipulation, and modern frameworks",5,39642,964,128,88,40,1,INDIA,Telugu,project-based;interview-prep
EDU_0076,Software Engineering,Full-stack development bootcamp: MERN stack with authentication and deployment strategies,4,136073,6046,520,381,178,18,INDIA,Hindi,comprehensive
EDU_0077,Coding Practice;MongoDB,"Career transition to tech: portfolio building, networking, and landing your first developer job",2,23565,1228,215,157,77,8,INDIA,English,comprehensive;step-by-step
EDU_0078,React;Database Management,React Native mobile development: cross-platform apps with navigation and state management,4,227883,11108,1380,994,699,45,INDIA,Hindi,theory
EDU_0079,PostgreSQL,"Software engineering best practices: clean code, testing, and agile development methodologies",4,6660,301,38,31,20,1,INDIA,English,advanced
EDU_0080,DevOps;Flask,"AWS cloud computing: EC2, S3, Lambda, and serverless architecture implementation guide",3,63102,2435,244,172,110,12,INDIA,English,hands-on;tutorial
EDU_0081,Statistics,"Software engineering best practices: clean code, testing, and agile development methodologies",3,9513,334,37,25,11,0,INDIA,Hindi,career-guidance
EDU_0082,Python,"Data analysis with Python: exploratory data analysis, visualization with matplotlib and seaborn",5,28364,1171,194,144,74,5,INDIA,Telugu,hands-on
EDU_0083,Algorithms;Software Engineering,Coding interview bootcamp: problem-solving techniques and whiteboard coding strategies,3,62886,2249,282,205,114,8,INDIA,English,quick-start;theory
EDU_0084,Algorithms,Machine learning algorithms deep dive: linear regression to neural networks with Python implementation,3,113134,5146,683,561,359,7,INDIA,English,theory
EDU_0085,Python;Career Guidance,"Data analysis with Python: exploratory data analysis, visualization with matplotlib and seaborn",4,50000,2019,241,194,121,10,INDIA,Hindi,advanced;theory
EDU_0086,SQL,"Database design fundamentals: normalization, indexing, and performance optimization strategies",3,53513,3062,446,384,255,21,INDIA,Telugu,practical;beginner-friendly
EDU_0087,MongoDB,"Software engineering best practices: clean code, testing, and agile development methodologies",1,51948,2653,497,368,207,7,INDIA,English,advanced
EDU_0088,Database Management;Frontend Development,"Career transition to tech: portfolio building, networking, and landing your first developer job",2,151648,5814,701,450,228,15,INDIA,Telugu,quick-start
EDU_0089,Interview Preparation;Database Management,Data structures and algorithms: coding interview preparation with 200+ practice problems,2,7883,572,133,119,89,7,INDIA,English,comprehensive
EDU_0090,Coding Practice,"Career transition to tech: portfolio building, networking, and landing your first developer job",2,2994,98,8,5,2,0,INDIA,Telugu,quick-start
EDU_0091,Backend Development;Deep Learning,"Database design fundamentals: normalization, indexing, and performance optimization strategies",1,31372,920,123,74,44,1,INDIA,Telugu,interview-prep
EDU_0092,MongoDB,"Software engineering best practices: clean code, testing, and agile development methodologies",4,19300,582,14,9,3,0,INDIA,Telugu,tutorial;comprehensive
EDU_0093,Frontend Development;DevOps,Frontend development with React and Redux: building scalable web applications with modern practices,4,24465,787,128,107,67,6,INDIA,Hindi,theory
EDU_0094,Frontend Development,Frontend development with React and Redux: building scalable web applications with modern practices,2,70934,2856,417,372,244,29,INDIA,English,beginner-friendly;comprehensive
EDU_0095,PostgreSQL,"Software engineering best practices: clean code, testing, and agile development methodologies",4,11015,438,89,77,47,3,INDIA,Hindi,theory
EDU_0096,MongoDB;SQL,"Career transition to tech: portfolio building, networking, and landing your first developer job",2,50000,3004,706,607,444,43,INDIA,English,hands-on;beginner-friendly
EDU_0097,Database Management,"Software engineering best practices: clean code, testing, and agile development methodologies",3,32268,1255,187,165,110,10,INDIA,English,career-guidance;hands-on
EDU_0098,Software Engineering,"Software engineering best practices: clean code, testing, and agile development methodologies",2,73018,2216,281,214,148,17,INDIA,Hindi,theory
EDU_0099,Data Science,"Data Science career roadmap 2024: statistics, pandas, machine learning, and real industry projects",2,31552,1465,310,250,185,5,INDIA,Telugu,comprehensive
EDU_0100,Flask;Cloud Computing,Complete Python programming masterclass: from basics to advanced projects including web scraping and automation,2,22416,942,123,104,70,2,INDIA,Telugu,hands-on
EDU_0101,Software Engineering,Full-stack development bootcamp: MERN stack with authentication and deployment strategies,2,69110,2162,347,267,163,11,INDIA,Hindi,quick-start
EDU_0102,Node.js,"Backend development masterclass: Node.js, Express, MongoDB, and RESTful API design patterns",1,31752,1082,174,117,77,9,INDIA,Hindi,hands-on
EDU_0103,MongoDB;Frontend Development,"Software engineering best practices: clean code, testing, and agile development methodologies",5,44594,1460,198,136,76,9,INDIA,English,tutorial;hands-on
EDU_0104,Artificial Intelligence,Machine learning algorithms deep dive: linear regression to neural networks with Python implementation,2,26898,989,97,80,55,4,INDIA,English,hands-on
EDU_0105,JavaScript,"JavaScript complete guide: ES6+, async programming, DOM manipulation, and modern frameworks",5,95140,4535,575,417,273,29,INDIA,Hindi,practical;project-based
EDU_0106,DevOps,"DevOps engineering essentials: Docker containers, Kubernetes orchestration, and CI/CD automation",3,41179,1217,112,75,40,4,INDIA,Telugu,career-guidance
EDU_0107,SQL;Flask,"SQL for data analysis: advanced queries, window functions, and database optimization techniques",2,9933,474,85,71,50,2,INDIA,Hindi,theory
EDU_0108,C++,Web development portfolio: 10 projects to showcase your skills and impress employers,4,29371,747,50,37,16,1,INDIA,Telugu,beginner-friendly;quick-start
EDU_0109,Data Science,"Data Science career roadmap 2024: statistics, pandas, machine learning, and real industry projects",1,16575,1057,231,207,155,15,INDIA,English,practical;tutorial
EDU_0110,Django,Web development portfolio: 10 projects to showcase your skills and impress employers,3,11857,460,59,43,26,1,INDIA,English,practical
EDU_0111,Analytics;Algorithms,"Data Science career roadmap 2024: statistics, pandas, machine learning, and real industry projects",5,8000,196,21,14,8,0,INDIA,English,project-based;theory
EDU_0112,Mobile Development,React Native mobile development: cross-platform apps with navigation and state management,3,24166,962,147,91,59,6,INDIA,English,beginner-friendly;tutorial
EDU_0113,Cloud Computing,"DevOps engineering essentials: Docker containers, Kubernetes orchestration, and CI/CD automation",2,8052,293,54,39,25,2,INDIA,English,interview-prep;practical
EDU_0114,JavaScript;Data Science,"JavaScript complete guide: ES6+, async programming, DOM manipulation, and modern frameworks",1,32279,2073,462,415,292,22,INDIA,English,advanced
EDU_0115,Database Management,"Software engineering best practices: clean code, testing, and agile development methodologies",2,30150,1323,182,136,74,3,INDIA,Hindi,interview-prep
EDU_0116,Frontend Development;Python,Frontend development with React and Redux: building scalable web applications with modern practices,6,64059,2939,377,257,154,16,INDIA,Hindi,advanced
EDU_0117,Flask,Full-stack development bootcamp: MERN stack with authentication and deployment strategies,7,16836,437,44,35,18,0,INDIA,English,step-by-step;comprehensive
EDU_0118,Career Guidance,"Career transition to tech: portfolio building, networking, and landing your first developer job",3,29530,1459,211,189,132,13,INDIA,Hindi,comprehensive
EDU_0119,Frontend Development;Coding Practice,Web development portfolio: 10 projects to showcase your skills and impress employers,2,31454,1722,304,273,143,8,INDIA,English,quick-start
EDU_0120,Mobile Development,Frontend development with React and Redux: building scalable web applications with modern practices,2,10916,401,68,51,27,3,INDIA,English,beginner-friendly
EDU_0121,Database Management,"Software engineering best practices: clean code, testing, and agile development methodologies",10,52301,1170,121,69,26,1,INDIA,Hindi,quick-start;tutorial
EDU_0122,Artificial Intelligence,Deep learning with PyTorch and TensorFlow: computer vision and NLP projects from scratch,2,73313,2807,378,288,164,15,INDIA,Telugu,comprehensive
EDU_0123,Django,"Career transition to tech: portfolio building, networking, and landing your first developer job",2,150000,6001,678,511,269,18,INDIA,Hindi,project-based
EDU_0124,Java,"Software engineering best practices: clean code, testing, and agile development methodologies",4,11813,463,39,17,9,0,INDIA,Hindi,tutorial;practical
EDU_0125,System Design,System design interview masterclass: scalability patterns and distributed systems architecture,6,4130,95,10,7,2,0,INDIA,Telugu,advanced
EDU_0126,MongoDB;Coding Practice,Web development portfolio: 10 projects to showcase your skills and impress employers,5,50000,1512,206,108,45,5,INDIA,Hindi,interview-prep;career-guidance
EDU_0127,Java,"Software engineering best practices: clean code, testing, and agile development methodologies",7,8545,250,28,18,8,0,INDIA,English,comprehensive;interview-prep
EDU_0128,Mobile Development,React Native mobile development: cross-platform apps with navigation and state management,3,8811,357,55,46,28,2,INDIA,English,career-guidance
EDU_0129,Node.js,"Backend development masterclass: Node.js, Express, MongoDB, and RESTful API design patterns",5,24812,799,64,46,19,0,INDIA,English,interview-prep
EDU_0130,MongoDB,"Career transition to tech: portfolio building, networking, and landing your first developer job",4,16421,522,81,54,28,1,INDIA,Hindi,career-guidance
EDU_0131,Frontend Development,Web development portfolio: 10 projects to showcase your skills and impress employers,4,47091,2007,242,169,98,11,INDIA,English,career-guidance;comprehensive
EDU_0132,Data Structures;SQL,"Software engineering best practices: clean code, testing, and agile development methodologies",2,155286,10575,2418,2050,1537,155,INDIA,English,beginner-friendly;interview-prep
EDU_0133,SQL,"Database design fundamentals: normalization, indexing, and performance optimization strategies",2,50609,3692,796,716,537,47,INDIA,English,hands-on
EDU_0134,Python;Web Development,Complete Python programming masterclass: from basics to advanced projects including web scraping and automation,3,11632,582,89,55,37,4,INDIA,Hindi,tutorial
EDU_0135,Web Development,Web development portfolio: 10 projects to showcase your skills and impress employers,3,52479,1571,222,147,68,2,INDIA,Telugu,advanced
EDU_0136,Frontend Development;Coding Practice,"JavaScript complete guide: ES6+, async programming, DOM manipulation, and modern frameworks",5,228280,6223,435,264,140,6,INDIA,Telugu,comprehensive
EDU_0137,MongoDB,"Software engineering best practices: clean code, testing, and agile development methodologies",4,50000,1428,101,82,38,4,INDIA,Hindi,step-by-step
EDU_0138,Software Engineering;React,Full-stack development bootcamp: MERN stack with authentication and deployment strategies,6,12678,611,106,86,61,2,INDIA,English,theory
EDU_0139,Flask,Full-stack development bootcamp: MERN stack with authentication and deployment strategies,3,58463,2653,380,317,173,4,INDIA,English,hands-on
EDU_0140,JavaScript;Java,Full-stack development bootcamp: MERN stack with authentication and deployment strategies,5,50000,2748,416,311,233,22,INDIA,English,quick-start;tutorial
EDU_0141,C++,"Software engineering best practices: clean code, testing, and agile development methodologies",3,39866,1106,146,131,81,6,INDIA,English,beginner-friendly
EDU_0142,Flask;Cloud Computing,Full-stack development bootcamp: MERN stack with authentication and deployment strategies,3,7421,276,37,28,13,0,INDIA,Hindi,beginner-friendly
EDU_0143,Django,"Software engineering best practices: clean code, testing, and agile development methodologies",3,172203,7462,1039,819,525,53,INDIA,English,career-guidance
EDU_0144,Software Engineering;Interview Preparation,Full-stack development bootcamp: MERN stack with authentication and deployment strategies,5,50000,2624,431,387,281,12,INDIA,English,theory;step-by-step
EDU_0145,System Design;Backend Development,"DevOps engineering essentials: Docker containers, Kubernetes orchestration, and CI/CD automation",3,14845,476,50,30,15,1,INDIA,Hindi,interview-prep
EDU_0146,Flask,Complete Python programming masterclass: from basics to advanced projects including web scraping and automation,6,5605,185,21,14,6,0,INDIA,English,quick-start
EDU_0147,Statistics,Web development portfolio: 10 projects to showcase your skills and impress employers,2,41985,1499,193,143,82,6,INDIA,Hindi,theory;quick-start
EDU_0148,Artificial Intelligence,"Data Science career roadmap 2024: statistics, pandas, machine learning, and real industry projects",2,20559,737,96,70,30,2,INDIA,Telugu,interview-prep;beginner-friendly
EDU_0149,Frontend Development,"JavaScript complete guide: ES6+, async programming, DOM manipulation, and modern frameworks",2,35721,1418,222,174,86,5,INDIA,English,quick-start;project-based
EDU_0150,React;Flask,Full-stack development bootcamp: MERN stack with authentication and deployment strategies,4,69480,3346,555,499,349,28,INDIA,English,practical;tutorial
EDU_0151,Flask;Statistics,Complete Python programming masterclass: from basics to advanced projects including web scraping and automation,4,5125,184,25,19,8,0,INDIA,English,tutorial;project-based
EDU_0152,Node.js,"JavaScript complete guide: ES6+, async programming, DOM manipulation, and modern frameworks",6,123982,2744,143,83,38,2,INDIA,Telugu,theory;step-by-step
EDU_0153,Analytics;C++,"SQL for data analysis: advanced queries, window functions, and database optimization techniques",5,5342,187,18,11,8,0,INDIA,English,advanced
EDU_0154,Statistics;Analytics,"Software engineering best practices: clean code, testing, and agile development methodologies",3,17099,605,100,86,51,5,INDIA,English,tutorial
EDU_0155,Cloud Computing,"AWS cloud computing: EC2, S3, Lambda, and serverless architecture implementation guide",2,215486,8794,1090,830,419,17,INDIA,Hindi,beginner-friendly
EDU_0156,SQL,"Database design fundamentals: normalization, indexing, and performance optimization strategies",5,29687,1299,247,216,118,9,INDIA,English,project-based
EDU_0157,React,Full-stack development bootcamp: MERN stack with authentication and deployment strategies,3,803421,33461,4918,4426,3319,338,INDIA,Hindi,project-based;tutorial
EDU_0158,Mobile Development,Full-stack development bootcamp: MERN stack with authentication and deployment strategies,1,39831,1362,176,138,54,6,INDIA,Telugu,quick-start
EDU_0159,Statistics;Programming Fundamentals,Web development portfolio: 10 projects to showcase your skills and impress employers,3,31864,1100,179,152,96,6,INDIA,English,advanced
EDU_0160,React,Frontend development with React and Redux: building scalable web applications with modern practices,1,16376,1056,178,142,90,3,INDIA,Hindi,quick-start
EDU_0161,Mobile Development,Full-stack development bootcamp: MERN stack with authentication and deployment strategies,2,70248,2842,298,222,96,11,INDIA,Hindi,theory
EDU_0162,Interview Preparation,Data structures and algorithms: coding interview preparation with 200+ practice problems,2,8504,567,129,116,87,3,INDIA,English,beginner-friendly
EDU_0163,Backend Development,"Database design fundamentals: normalization, indexing, and performance optimization strategies",4,58076,1570,184,128,67,1,INDIA,Telugu,beginner-friendly
EDU_0164,Programming Fundamentals,"Software engineering best practices: clean code, testing, and agile development methodologies",5,12395,322,45,36,21,0,INDIA,English,project-based;tutorial
EDU_0165,Frontend Development,Web development portfolio: 10 projects to showcase your skills and impress employers,4,42771,1055,115,88,54,4,INDIA,Hindi,quick-start
EDU_0166,Deep Learning,"Data Science career roadmap 2024: statistics, pandas, machine learning, and real industry projects",4,12645,364,28,21,12,1,INDIA,Telugu,interview-prep
EDU_0167,DevOps;Java,"AWS cloud computing: EC2, S3, Lambda, and serverless architecture implementation guide",5,65680,1963,204,143,43,1,INDIA,Telugu,interview-prep
EDU_0168,PostgreSQL;Programming Fundamentals,Web development portfolio: 10 projects to showcase your skills and impress employers,5,29506,1537,237,213,136,16,INDIA,English,beginner-friendly
EDU_0169,Django;Analytics,"Career transition to tech: portfolio building, networking, and landing your first developer job",6,57928,1715,190,107,51,1,INDIA,English,career-guidance
EDU_0170,Interview Preparation;System Design,Coding interview bootcamp: problem-solving techniques and whiteboard coding strategies,1,29750,1423,224,190,122,6,INDIA,Telugu,hands-on
EDU_0171,Analytics,"Data Science career roadmap 2024: statistics, pandas, machine learning, and real industry projects",3,7554,260,40,35,23,2,INDIA,English,interview-prep
EDU_0172,Artificial Intelligence,Machine learning algorithms deep dive: linear regression to neural networks with Python implementation,5,58523,975,77,60,27,0,INDIA,Telugu,theory
EDU_0173,C++;React,"Software engineering best practices: clean code, testing, and agile development methodologies",4,42736,2180,455,388,291,22,INDIA,English,beginner-friendly
EDU_0174,Algorithms;Programming Fundamentals,Data structures and algorithms: coding interview preparation with 200+ practice problems,1,134741,7084,1088,868,586,46,INDIA,Hindi,step-by-step
EDU_0175,Database Management,Web development portfolio: 10 projects to showcase your skills and impress employers,2,44557,1766,333,251,152,9,INDIA,English,step-by-step
EDU_0176,Programming Fundamentals,Web development portfolio: 10 projects to showcase your skills and impress employers,2,15525,560,93,68,31,3,INDIA,English,practical;step-by-step
EDU_0177,Analytics;Career Guidance,"Data analysis with Python: exploratory data analysis, visualization with matplotlib and seaborn",5,7192,374,61,54,36,2,INDIA,English,quick-start
EDU_0178,Flask;Data Science,Complete Python programming masterclass: from basics to advanced projects including web scraping and automation,6,6117,198,23,19,12,0,INDIA,Hindi,hands-on;practical
EDU_0179,Web Development;Analytics,Frontend development with React and Redux: building scalable web applications with modern practices,6,50000,1340,132,53,23,1,INDIA,Telugu,hands-on;project-based
EDU_0180,Machine Learning;C++,Deep learning with PyTorch and TensorFlow: computer vision and NLP projects from scratch,4,3046,144,30,24,16,1,INDIA,English,career-guidance;quick-start
EDU_0181,Programming Fundamentals;Cloud Computing,"Career transition to tech: portfolio building, networking, and landing your first developer job",2,15578,612,105,82,57,4,INDIA,English,practical;interview-prep
EDU_0182,Django;Backend Development,"Career transition to tech: portfolio building, networking, and landing your first developer job",4,20081,735,84,64,45,1,INDIA,English,tutorial
EDU_0183,Django;PostgreSQL,"Software engineering best practices: clean code, testing, and agile development methodologies",3,13473,703,141,112,75,4,INDIA,Hindi,hands-on
EDU_0184,DevOps;System Design,System design interview masterclass: scalability patterns and distributed systems architecture,5,91863,3276,390,287,194,4,INDIA,English,advanced
