creator_id,topic,recent_video_transcript,posting_cadence_days,views_90d,clicks,leads,qualified_leads,enrollments,refunds,geography,language,category_tag
C17,Study Hacks,Quick guide to getting started with Study Hacks step by step,3.1,5000,69,14,8,2,0,Spain,German,storytime
C18,Marketing;Crypto,Common mistakes in Marketing and how to fix them fast,3.9,5000,48,13,7,3,0,Brazil,English,how-to;behind-the-scenes;tips
C19,Mobile Dev;AI Tools,Beginner friendly roadmap for mastering AI Tools,1.8,5000,78,12,5,2,0,India,Hindi,behind-the-scenes
C20,Crypto,Common mistakes in Crypto and how to fix them fast,3.6,5000,121,16,9,4,0,Spain,Italian,review
C21,EdTech;Travel;Web Dev,Breaking down a case study to learn Travel efficiently,3.3,5000,27,6,4,2,0,Canada,German,deep-dive;quick-win;storytime
C22,Fitness;Gaming;Study Hacks,Today we explore Gaming fundamentals and build a simple project,1.4,5000,84,16,12,3,0,Canada,Hindi,tutorial;vlog
C23,Crypto;Mobile Dev;SaaS,Today we explore Crypto fundamentals and build a simple project,3.4,5000,131,27,15,6,0,Italy,English,tutorial
C24,Health,Quick guide to getting started with Health step by step,3.9,5000,50,12,8,3,0,Canada,German,myth-busting
C25,Career Advice;SaaS;Personal Growth,Today we explore Career Advice fundamentals and build a simple project,2.7,5000,48,8,5,2,0,Brazil,Indonesian,deep-dive
C26,Travel,Today we explore Travel fundamentals and build a simple project,4.0,5000,119,20,18,7,0,Brazil,English,live-demo;storytime
C27,Health;Finance,Real world use cases of Health explained clearly,1.7,5000,68,15,10,3,0,Canada,Italian,vlog
C28,Design,Breaking down a case study to learn Design efficiently,1.2,5000,101,19,10,4,0,Brazil,Hindi,vlog;tutorial
C29,Data Science;Productivity;Mobile Dev,Beginner friendly roadmap for mastering Data Science,1.9,5000,77,9,6,2,0,Brazil,Italian,live-demo
C30,AI Tools;Marketing,Real world use cases of Marketing explained clearly,4.3,5000,47,10,8,3,0,Australia,Italian,how-to;live-demo
C31,Crypto;Personal Growth;Career Advice,Breaking down a case study to learn Career Advice efficiently,3.7,5000,104,26,15,6,0,Canada,English,case-study
C32,AI Tools;Health;EdTech,Five practical tips to improve your AI Tools workflow,2.7,5000,77,25,10,4,0,Brazil,Spanish,behind-the-scenes
C33,Marketing,Today we explore Marketing fundamentals and build a simple project,2.4,5000,77,9,5,2,0,India,French,behind-the-scenes
C34,Mobile Dev;SaaS;AI Tools,Quick guide to getting started with SaaS step by step,3.3,5000,55,17,13,3,0,Mexico,Portuguese,tutorial;live-demo;comparison
C35,Health;Mobile Dev;Design,Common mistakes in Mobile Dev and how to fix them fast,2.2,5000,51,9,6,3,0,Spain,German,review;comparison
C36,Data Science,Five practical tips to improve your Data Science workflow,2.6,5000,55,16,10,2,0,India,Hindi,behind-the-scenes;storytime
C37,Career Advice;Fitness,Real world use cases of Career Advice explained clearly,5.5,5000,29,4,3,1,0,Germany,German,vlog
C38,Startups;Study Hacks;Data Science,Common mistakes in Startups and how to fix them fast,3.9,5000,73,4,2,1,0,Philippines,Hindi,storytime;myth-busting;case-study
C39,Finance,Quick guide to getting started with Finance step by step,5.0,5000,62,14,11,2,0,Australia,French,myth-busting;review;case-study
C40,Design;Study Hacks;Personal Growth,Today we explore Study Hacks fundamentals and build a simple project,3.0,5000,89,17,11,4,0,India,Indonesian,storytime;how-to
C41,Health,Five practical tips to improve your Health workflow,3.1,5000,123,13,11,3,0,Australia,Spanish,comparison
C42,Travel;Crypto;Data Science,Today we explore Data Science fundamentals and build a simple project,3.7,5000,56,9,6,2,0,Philippines,Spanish,tutorial
C43,SaaS;Crypto,Common mistakes in Crypto and how to fix them fast,3.4,5000,102,20,14,6,0,United Kingdom,English,live-demo
C44,Fitness,Beginner friendly roadmap for mastering Fitness,2.3,5000,93,17,10,6,0,Canada,Hindi,comparison
C45,Travel;Career Advice;Mobile Dev,Today we explore Career Advice fundamentals and build a simple project,3.7,5000,68,19,13,6,0,Netherlands,Spanish,deep-dive
C46,Health,Quick guide to getting started with Health step by step,3.0,5000,66,15,9,4,0,South Africa,French,deep-dive;comparison
C47,Finance;Cooking;AI Tools,Common mistakes in Cooking and how to fix them fast,2.0,5000,45,5,4,2,0,South Africa,Italian,vlog;storytime
C48,Mobile Dev,Common mistakes in Mobile Dev and how to fix them fast,3.8,5000,48,9,5,3,0,Canada,Indonesian,comparison
C49,Design,Today we explore Design fundamentals and build a simple project,2.0,5000,87,13,7,3,0,France,Portuguese,comparison;myth-busting
C50,Marketing;SaaS,Breaking down a case study to learn SaaS efficiently,2.4,5000,82,8,4,1,0,Mexico,Indonesian,how-to;tutorial
C51,Travel;Study Hacks,Today we explore Study Hacks fundamentals and build a simple project,3.4,5000,101,17,10,2,0,Philippines,French,live-demo
C52,Travel;Data Science;Study Hacks,Real world use cases of Data Science explained clearly,2.7,5000,50,12,9,4,0,Italy,French,comparison;quick-win;deep-dive
C53,Health,Breaking down a case study to learn Health efficiently,3.8,5000,82,15,11,4,0,Italy,German,tips;comparison;tutorial
C54,Health;Cooking,Breaking down a case study to learn Cooking efficiently,3.6,5000,104,35,18,8,0,Canada,Indonesian,case-study;myth-busting;review
C55,Marketing;SaaS;Startups,Real world use cases of Marketing explained clearly,5.6,5000,50,7,3,1,0,Australia,German,myth-busting;how-to
C56,EdTech;Health;Gaming,Quick guide to getting started with Gaming step by step,3.2,5000,131,31,16,5,0,Canada,Italian,interview;comparison
C57,Productivity;Startups;Study Hacks,Common mistakes in Study Hacks and how to fix them fast,1.4,5000,110,17,7,4,0,India,French,comparison;behind-the-scenes;tips
C58,Web Dev,Five practical tips to improve your Web Dev workflow,4.5,5000,57,10,7,2,0,United States,French,how-to
C59,Gaming,Real world use cases of Gaming explained clearly,1.7,5000,79,17,12,4,0,Canada,Indonesian,comparison;behind-the-scenes
C60,Career Advice,Quick guide to getting started with Career Advice step by step,4.5,5000,53,14,10,5,0,Netherlands,Indonesian,quick-win;how-to;tutorial
C61,Study Hacks;Gaming;AI Tools,Five practical tips to improve your AI Tools workflow,5.5,5000,68,16,12,6,0,United Kingdom,Italian,vlog;tutorial;interview
C62,EdTech;Health;Gaming,Breaking down a case study to learn EdTech efficiently,3.8,5000,25,3,1,0,0,France,Italian,storytime;quick-win;myth-busting
C63,Gaming;Design,Breaking down a case study to learn Design efficiently,4.8,5000,124,12,5,2,0,Spain,German,storytime
C64,Design,Common mistakes in Design and how to fix them fast,3.0,5000,72,7,5,2,0,Australia,French,tutorial;quick-win
C65,Crypto;Productivity,Breaking down a case study to learn Crypto efficiently,2.4,5000,73,17,8,3,0,Canada,Indonesian,review
C66,Productivity,Today we explore Productivity fundamentals and build a simple project,2.0,5000,44,6,3,2,0,Indonesia,Italian,live-demo;tips
C67,Travel,Real world use cases of Travel explained clearly,2.2,5000,72,14,9,4,0,Italy,English,deep-dive;behind-the-scenes
C68,Fitness,Real world use cases of Fitness explained clearly,2.3,5000,25,3,2,1,0,South Africa,Indonesian,deep-dive;live-demo
C69,Design,Breaking down a case study to learn Design efficiently,3.7,5000,167,41,28,7,0,France,Portuguese,interview;how-to
C70,Gaming,Five practical tips to improve your Gaming workflow,3.2,5000,32,5,2,1,0,Indonesia,English,behind-the-scenes
C71,Data Science;Productivity;Travel,Common mistakes in Data Science and how to fix them fast,3.0,5000,77,10,8,3,0,Brazil,Spanish,storytime
C72,Health;Web Dev,Beginner friendly roadmap for mastering Web Dev,2.8,5000,34,8,7,1,0,Netherlands,Indonesian,tips;storytime
C73,Design;Productivity,Quick guide to getting started with Productivity step by step,2.2,5000,57,7,5,2,0,Indonesia,English,how-to;quick-win
C74,Productivity;AI Tools;Data Science,Quick guide to getting started with Data Science step by step,2.9,5000,48,7,5,2,0,South Africa,English,vlog
C75,Career Advice,Breaking down a case study to learn Career Advice efficiently,3.1,5000,25,5,3,1,0,Mexico,French,comparison;tutorial
C76,Fitness;Marketing,Today we explore Marketing fundamentals and build a simple project,0.8,5000,76,17,8,4,0,India,Spanish,behind-the-scenes;quick-win;deep-dive
C77,Data Science;Startups;Cooking,Breaking down a case study to learn Data Science efficiently,2.9,5000,55,10,5,2,0,India,French,quick-win;vlog
C78,EdTech;Finance,Today we explore Finance fundamentals and build a simple project,2.3,5000,41,10,9,1,0,Indonesia,Indonesian,deep-dive;how-to;tips
C79,Health;Data Science;Travel,Quick guide to getting started with Travel step by step,3.7,5000,86,12,9,3,0,Germany,Italian,tutorial;live-demo
C80,Marketing;Study Hacks,Real world use cases of Study Hacks explained clearly,3.3,5000,63,11,6,2,0,Netherlands,Italian,case-study;behind-the-scenes;myth-busting
C81,SaaS;Design;Health,Real world use cases of Design explained clearly,3.3,5000,101,16,12,4,0,Philippines,Hindi,storytime
C82,Gaming,Beginner friendly roadmap for mastering Gaming,1.8,5000,64,12,10,5,0,Germany,English,behind-the-scenes;comparison;live-demo
C83,Marketing;Personal Growth,Common mistakes in Personal Growth and how to fix them fast,4.0,5000,82,19,8,4,0,Netherlands,German,tips
C84,Design;Crypto;Data Science,Five practical tips to improve your Crypto workflow,2.5,5000,143,27,20,6,0,Italy,Indonesian,vlog;tutorial;storytime
C85,Personal Growth,Common mistakes in Personal Growth and how to fix them fast,4.0,5000,77,14,9,4,0,Netherlands,English,quick-win;interview;deep-dive
C86,Cooking,Five practical tips to improve your Cooking workflow,2.4,5000,46,8,5,3,0,Mexico,Portuguese,vlog;case-study;comparison
C87,Fitness;Travel;Crypto,Common mistakes in Travel and how to fix them fast,4.0,5000,87,25,13,4,0,Brazil,German,tips;quick-win
C88,Finance,Quick guide to getting started with Finance step by step,4.8,5000,73,14,8,5,0,Italy,Spanish,vlog;tips;tutorial
C89,Personal Growth;Design;Study Hacks,Quick guide to getting started with Design step by step,3.1,5000,89,20,12,5,0,Australia,French,case-study;tutorial;vlog
C90,Data Science;Crypto,Breaking down a case study to learn Crypto efficiently,4.6,5000,60,9,5,2,0,United States,English,case-study
C91,Personal Growth,Real world use cases of Personal Growth explained clearly,1.0,5000,70,11,5,1,0,United States,German,storytime
C92,Health;Marketing,Beginner friendly roadmap for mastering Health,3.1,5000,36,7,6,2,0,South Africa,Italian,case-study
C93,Cooking,Quick guide to getting started with Cooking step by step,2.7,5000,25,4,3,1,0,Spain,English,tutorial;behind-the-scenes
C94,Startups;Productivity;Mobile Dev,Five practical tips to improve your Mobile Dev workflow,4.4,5000,42,14,8,3,0,Netherlands,Indonesian,myth-busting
C95,Mobile Dev;Study Hacks;Cooking,Five practical tips to improve your Study Hacks workflow,3.2,5000,58,10,6,2,0,South Africa,Indonesian,interview;case-study
C96,AI Tools;Finance;Web Dev,Quick guide to getting started with AI Tools step by step,3.1,5000,120,6,4,2,0,India,Spanish,vlog;case-study;comparison
C97,Productivity;Marketing;Data Science,Today we explore Marketing fundamentals and build a simple project,2.6,5000,33,4,2,1,0,Mexico,Italian,interview;quick-win
C98,Startups,Beginner friendly roadmap for mastering Startups,4.5,5000,41,7,5,2,0,India,French,case-study;quick-win;interview
C99,SaaS;Web Dev;Travel,Beginner friendly roadmap for mastering Web Dev,2.7,5000,96,20,11,5,0,Canada,Spanish,myth-busting
C100,Productivity,Real world use cases of Productivity explained clearly,3.7,5000,66,13,6,3,0,Netherlands,German,review
C101,Gaming,Today we explore Gaming fundamentals and build a simple project,2.4,5000,54,7,3,1,0,Australia,Italian,case-study;quick-win;live-demo
C102,AI Tools;Travel;Health,Beginner friendly roadmap for mastering Health,5.1,5000,126,28,19,6,0,Canada,English,case-study;how-to;tutorial
C103,SaaS;AI Tools,Quick guide to getting started with AI Tools step by step,3.0,5000,78,15,8,3,0,Indonesia,Italian,interview
C104,Travel;Personal Growth;Productivity,Today we explore Productivity fundamentals and build a simple project,0.9,5000,97,18,10,4,0,Germany,Portuguese,tips;live-demo
C105,Health,Real world use cases of Health explained clearly,2.4,5000,81,10,6,2,0,Australia,Indonesian,quick-win;interview
C106,Health,Breaking down a case study to learn Health efficiently,3.6,5000,104,29,24,4,0,Netherlands,Indonesian,tips;tutorial
C107,Gaming;Travel;AI Tools,Real world use cases of AI Tools explained clearly,2.3,5000,91,12,7,2,0,Germany,Italian,myth-busting
C108,Web Dev,Breaking down a case study to learn Web Dev efficiently,1.3,5000,34,4,3,1,0,Philippines,German,myth-busting;review
C109,Finance;Data Science,Five practical tips to improve your Data Science workflow,3.6,5000,49,12,6,2,0,Italy,Spanish,behind-the-scenes;deep-dive;vlog
C110,Crypto,Today we explore Crypto fundamentals and build a simple project,2.9,5000,54,10,9,3,0,South Africa,Hindi,tutorial;vlog
C111,Career Advice;Personal Growth;Startups,Quick guide to getting started with Personal Growth step by step,3.8,5000,94,25,17,5,0,South Africa,Italian,quick-win;case-study;live-demo
C112,Crypto;Career Advice,Common mistakes in Crypto and how to fix them fast,2.7,5000,94,18,8,3,0,Indonesia,Spanish,vlog;behind-the-scenes
C113,Health;Study Hacks,Beginner friendly roadmap for mastering Study Hacks,3.7,5000,100,21,15,3,0,Australia,German,storytime;how-to
C114,Gaming,Common mistakes in Gaming and how to fix them fast,3.2,5000,37,5,4,1,0,Indonesia,Indonesian,interview;tips;deep-dive
C115,Mobile Dev,Breaking down a case study to learn Mobile Dev efficiently,3.0,5000,103,15,9,3,0,United States,Portuguese,live-demo;vlog;storytime
C116,Cooking;Career Advice,Beginner friendly roadmap for mastering Cooking,2.6,5000,61,16,9,3,0,Indonesia,Portuguese,how-to;review
C117,Finance;Study Hacks,Today we explore Finance fundamentals and build a simple project,4.7,5000,106,10,7,4,0,United Kingdom,Indonesian,how-to;quick-win
C118,Design;Health,Common mistakes in Health and how to fix them fast,4.3,5000,117,37,21,8,1,India,Portuguese,quick-win;live-demo;comparison
C119,Personal Growth;Crypto;AI Tools,Breaking down a case study to learn Personal Growth efficiently,4.9,5000,62,10,5,2,0,Spain,German,tutorial;vlog;comparison
C120,Travel,Quick guide to getting started with Travel step by step,2.1,5000,82,25,12,5,0,Spain,Hindi,deep-dive
C121,Startups;Data Science;AI Tools,Real world use cases of Data Science explained clearly,2.9,5000,41,10,7,3,0,Australia,Portuguese,deep-dive;how-to
C122,Mobile Dev,Quick guide to getting started with Mobile Dev step by step,5.9,5000,59,8,4,1,0,Netherlands,Spanish,live-demo;behind-the-scenes;comparison
C123,EdTech,Quick guide to getting started with EdTech step by step,4.7,5000,50,10,5,2,0,Canada,Italian,behind-the-scenes;comparison
C124,Design;Gaming,Breaking down a case study to learn Gaming efficiently,1.2,5000,129,18,12,6,0,Philippines,Italian,comparison;how-to
C125,Marketing;Productivity;Gaming,Common mistakes in Gaming and how to fix them fast,3.8,5000,70,11,5,1,0,Spain,Indonesian,behind-the-scenes;case-study
C126,Startups;Web Dev,Five practical tips to improve your Web Dev workflow,5.2,5000,82,15,11,7,0,India,French,storytime;interview
C127,SaaS;Startups,Five practical tips to improve your SaaS workflow,2.4,5000,95,30,23,9,0,France,German,case-study;how-to;comparison
C128,AI Tools;Personal Growth;Startups,Breaking down a case study to learn AI Tools efficiently,4.3,5000,90,22,16,8,0,Netherlands,Portuguese,behind-the-scenes
C129,EdTech,Breaking down a case study to learn EdTech efficiently,2.8,5000,111,18,12,5,0,Italy,Spanish,comparison;deep-dive
C130,AI Tools;Startups;Gaming,Common mistakes in AI Tools and how to fix them fast,4.5,5000,76,7,5,2,0,Germany,Spanish,behind-the-scenes
C131,Travel;Marketing,Beginner friendly roadmap for mastering Marketing,2.6,5000,82,23,14,5,0,Netherlands,Portuguese,review
C132,Design,Real world use cases of Design explained clearly,3.2,5000,81,22,10,4,0,Italy,Portuguese,deep-dive;case-study
C133,Career Advice,Today we explore Career Advice fundamentals and build a simple project,4.4,5000,58,12,9,3,0,Spain,Indonesian,storytime
C134,Data Science;Design,Beginner friendly roadmap for mastering Design,5.3,5000,25,5,3,1,0,Spain,German,tutorial;interview;tips
C135,Fitness;Finance;Mobile Dev,Quick guide to getting started with Mobile Dev step by step,3.3,5000,37,9,7,2,0,Philippines,Portuguese,how-to;behind-the-scenes
C136,Productivity;Gaming;Startups,Real world use cases of Gaming explained clearly,1.7,5000,54,10,7,2,0,United States,English,live-demo;tutorial;review
C137,Finance,Common mistakes in Finance and how to fix them fast,1.5,5000,73,18,12,5,0,United Kingdom,Indonesian,myth-busting
C138,Crypto;Travel;Career Advice,Real world use cases of Career Advice explained clearly,3.5,5000,115,22,17,7,0,South Africa,Italian,comparison;tutorial
C139,AI Tools;Fitness,Today we explore Fitness fundamentals and build a simple project,2.2,5000,74,7,4,1,0,Brazil,French,interview
C140,Fitness;Crypto;EdTech,Beginner friendly roadmap for mastering Fitness,2.2,5000,25,4,2,0,0,Australia,French,live-demo
C141,Productivity;Web Dev,Quick guide to getting started with Productivity step by step,3.9,5000,46,8,6,2,0,United States,Portuguese,comparison;behind-the-scenes;how-to
C142,Web Dev;Productivity;Crypto,Beginner friendly roadmap for mastering Productivity,4.1,5000,76,15,6,2,0,Canada,French,behind-the-scenes
C143,EdTech,Five practical tips to improve your EdTech workflow,1.8,5000,129,32,17,7,0,South Africa,Spanish,case-study
C144,Marketing;Finance,Five practical tips to improve your Marketing workflow,4.1,5000,56,12,9,4,0,United States,Portuguese,storytime;how-to;review
C145,Data Science;Marketing,Breaking down a case study to learn Data Science efficiently,4.3,5000,115,22,20,6,0,Italy,Indonesian,how-to;review
C146,Personal Growth,Five practical tips to improve your Personal Growth workflow,3.2,5000,60,11,7,3,0,Indonesia,Hindi,deep-dive;tips
C147,EdTech,Breaking down a case study to learn EdTech efficiently,3.0,5000,127,26,16,7,0,Netherlands,German,quick-win
C148,AI Tools,Breaking down a case study to learn AI Tools efficiently,1.8,5000,25,5,3,1,0,France,Hindi,storytime;live-demo
C149,Productivity;EdTech,Five practical tips to improve your EdTech workflow,1.5,5000,82,20,16,5,0,India,Spanish,behind-the-scenes;review
C150,SaaS;Crypto;Health,Five practical tips to improve your Health workflow,3.0,5000,102,22,9,4,0,Australia,Italian,behind-the-scenes;myth-busting
C151,Finance;EdTech,Real world use cases of EdTech explained clearly,2.2,5000,90,20,11,4,0,Italy,French,comparison;deep-dive;myth-busting
C152,Travel,Common mistakes in Travel and how to fix them fast,4.4,5000,64,14,6,3,0,France,Indonesian,storytime;interview
C153,Health;Design,Today we explore Health fundamentals and build a simple project,2.6,5000,36,9,5,2,0,Philippines,Italian,review;comparison
C154,Productivity,Five practical tips to improve your Productivity workflow,3.6,5000,37,9,6,2,0,Italy,Portuguese,tutorial;quick-win
C155,SaaS,Beginner friendly roadmap for mastering SaaS,4.8,5000,65,10,6,4,0,India,Indonesian,myth-busting;tips;comparison
C156,Travel;AI Tools;Startups,Breaking down a case study to learn Travel efficiently,3.5,5000,82,16,11,4,0,Mexico,French,case-study;tips;tutorial
C157,Mobile Dev;Finance,Five practical tips to improve your Finance workflow,3.9,5000,97,17,10,2,0,Germany,Hindi,storytime;myth-busting
C158,Travel,Today we explore Travel fundamentals and build a simple project,3.4,5000,25,8,5,2,0,Spain,English,deep-dive;behind-the-scenes;storytime
C159,Design,Beginner friendly roadmap for mastering Design,3.7,5000,56,18,10,4,0,Germany,English,deep-dive;case-study;tips
C160,SaaS,Breaking down a case study to learn SaaS efficiently,3.6,5000,86,28,19,7,0,Italy,English,live-demo;tutorial;review
C161,Web Dev;Cooking;Travel,Common mistakes in Travel and how to fix them fast,4.3,5000,94,10,8,2,0,Germany,German,tips;review
C162,EdTech;Productivity;AI Tools,Today we explore AI Tools fundamentals and build a simple project,2.1,5000,85,17,11,6,0,Netherlands,English,review
C163,Gaming;Travel,Beginner friendly roadmap for mastering Gaming,2.7,5000,111,12,8,3,0,France,German,behind-the-scenes;interview
C164,Finance;Fitness;Travel,Breaking down a case study to learn Travel efficiently,4.7,5000,79,16,10,2,0,Spain,Italian,case-study
C165,AI Tools;Mobile Dev,Quick guide to getting started with Mobile Dev step by step,4.9,5000,45,2,1,0,0,United States,French,behind-the-scenes;how-to
C166,Design,Quick guide to getting started with Design step by step,4.2,5000,143,34,22,3,0,United States,Italian,tips;tutorial
C167,Cooking,Real world use cases of Cooking explained clearly,1.3,5000,106,35,27,13,1,Indonesia,Portuguese,quick-win;vlog;myth-busting
C168,AI Tools;Travel;Data Science,Real world use cases of Data Science explained clearly,4.0,5000,83,15,10,3,0,Mexico,Indonesian,tutorial;tips
C169,Travel;Startups;Finance,Common mistakes in Finance and how to fix them fast,1.0,5000,45,5,4,2,0,United Kingdom,Italian,how-to;tips
C170,Travel,Real world use cases of Travel explained clearly,1.1,5000,103,12,7,3,0,France,Indonesian,vlog
C171,Health;Mobile Dev,Beginner friendly roadmap for mastering Health,3.1,5000,57,13,5,2,0,India,Hindi,deep-dive;review
C172,Fitness;Career Advice,Quick guide to getting started with Fitness step by step,3.7,5000,116,22,14,5,0,United Kingdom,German,tutorial
C173,Career Advice;Productivity;Marketing,Five practical tips to improve your Marketing workflow,3.1,5000,54,8,3,2,0,Netherlands,Italian,interview;storytime;behind-the-scenes
C174,EdTech;Health;SaaS,Breaking down a case study to learn Health efficiently,2.2,5000,102,17,13,4,0,India,Italian,interview
C175,Design;SaaS,Real world use cases of SaaS explained clearly,2.0,5000,39,8,5,2,0,Indonesia,Hindi,tips
C176,AI Tools;EdTech,Real world use cases of EdTech explained clearly,2.8,5000,71,19,16,5,0,India,Hindi,storytime;case-study
C177,Crypto;AI Tools;Gaming,Quick guide to getting started with Gaming step by step,2.9,5000,51,14,11,4,0,Mexico,Italian,comparison;vlog;tips
C178,Gaming,Five practical tips to improve your Gaming workflow,5.0,5000,69,12,6,2,0,Philippines,Portuguese,deep-dive
C179,Marketing;AI Tools;Mobile Dev,Common mistakes in AI Tools and how to fix them fast,3.0,5000,82,7,4,2,0,Indonesia,Spanish,interview;storytime;myth-busting
C180,Cooking;Travel,Common mistakes in Cooking and how to fix them fast,3.4,5000,39,11,7,3,0,United States,Portuguese,comparison;behind-the-scenes
C181,Crypto,Today we explore Crypto fundamentals and build a simple project,3.7,5000,91,14,9,2,0,Italy,Spanish,live-demo;case-study;deep-dive
C182,Career Advice;Fitness;Startups,Five practical tips to improve your Fitness workflow,1.9,5000,112,27,18,6,0,United Kingdom,Hindi,quick-win;comparison;live-demo
C183,Health;Career Advice,Five practical tips to improve your Career Advice workflow,4.5,5000,145,30,19,8,0,Philippines,Hindi,quick-win;storytime;comparison
C184,Data Science;Fitness,Quick guide to getting started with Data Science step by step,2.8,5000,104,14,6,1,0,Germany,Italian,review;vlog
C185,Career Advice,Breaking down a case study to learn Career Advice efficiently,1.7,5000,87,30,18,8,0,South Africa,Hindi,case-study
C186,EdTech;Career Advice,Today we explore Career Advice fundamentals and build a simple project,2.9,5000,66,15,10,3,0,United Kingdom,Spanish,live-demo;review;deep-dive
C187,Fitness;Mobile Dev,Five practical tips to improve your Fitness workflow,2.8,5000,91,14,8,3,0,Netherlands,Italian,behind-the-scenes;case-study
C188,Startups,Beginner friendly roadmap for mastering Startups,3.6,5000,100,26,17,6,0,Germany,Italian,storytime;vlog
C189,Cooking;Study Hacks,Today we explore Study Hacks fundamentals and build a simple project,1.7,5000,57,10,6,2,0,Netherlands,Spanish,live-demo;review;vlog
C190,Personal Growth;Fitness;Crypto,Today we explore Fitness fundamentals and build a simple project,3.6,5000,25,3,2,1,0,South Africa,Hindi,quick-win
C191,Design,Quick guide to getting started with Design step by step,4.8,5000,69,19,12,4,0,South Africa,Indonesian,myth-busting;review
C192,Fitness;Data Science,Real world use cases of Fitness explained clearly,2.6,5000,80,15,11,4,0,Indonesia,Portuguese,how-to;live-demo
C193,Fitness,Beginner friendly roadmap for mastering Fitness,4.1,5000,25,6,3,1,0,Germany,Hindi,how-to
C194,Career Advice,Beginner friendly roadmap for mastering Career Advice,0.8,5000,98,17,7,2,0,Philippines,Italian,case-study
C195,Personal Growth;Gaming;Data Science,Five practical tips to improve your Personal Growth workflow,1.2,5000,75,16,11,3,0,Australia,French,how-to
C196,EdTech;Study Hacks;Travel,Today we explore Study Hacks fundamentals and build a simple project,2.8,5000,47,9,4,1,0,Australia,French,deep-dive
C197,Mobile Dev,Today we explore Mobile Dev fundamentals and build a simple project,1.4,5000,119,23,12,6,0,Mexico,Italian,comparison;deep-dive
C198,EdTech;Crypto,Common mistakes in EdTech and how to fix them fast,5.2,5000,60,19,10,5,0,Indonesia,French,comparison
C199,Data Science;Fitness,Five practical tips to improve your Data Science workflow,4.6,5000,76,10,7,2,0,France,Spanish,behind-the-scenes
C200,Productivity;Study Hacks,Beginner friendly roadmap for mastering Study Hacks,3.2,5000,81,10,5,2,0,Indonesia,English,myth-busting;deep-dive;storytime
C201,AI Tools;Cooking,Common mistakes in AI Tools and how to fix them fast,1.7,5000,111,28,20,7,0,United States,Portuguese,case-study;quick-win
C202,Finance,Five practical tips to improve your Finance workflow,4.8,5000,67,19,13,6,0,United Kingdom,English,quick-win;deep-dive;tips
C203,Marketing;Gaming,Breaking down a case study to learn Marketing efficiently,2.2,5000,77,15,12,6,0,Netherlands,Spanish,interview;comparison;review
C204,AI Tools;Startups,Common mistakes in AI Tools and how to fix them fast,4.3,5000,50,6,3,2,0,Netherlands,French,how-to
C205,Study Hacks;Cooking,Common mistakes in Cooking and how to fix them fast,2.7,5000,84,22,18,5,0,Netherlands,French,interview;case-study;how-to
C206,Health,Breaking down a case study to learn Health efficiently,3.3,5000,123,29,23,10,1,Germany,Indonesian,tutorial;deep-dive
C207,Cooking;Health,Beginner friendly roadmap for mastering Health,3.2,5000,87,12,6,2,0,Italy,Italian,interview
C208,Design;Productivity;Travel,Common mistakes in Travel and how to fix them fast,3.0,5000,126,25,22,9,0,Mexico,Spanish,live-demo
