creator_id,topic,recent_video_transcript,posting_cadence_days,views_90d,clicks,leads,qualified_leads,enrollments,refunds,geography,language,category_tag
C25,Statistics,Data visualization masterclass using Python matplotlib and seaborn,12.9,13524,281,15,7,3,0,INDIA,English,tutorial;case-study;advanced
C26,Machine Learning,Career roadmap for aspiring data scientists in 2024,13.8,2117,52,4,2,0,0,INDIA,English,advanced
C27,Crypto;Data Science,UI/UX design principles for beginners,11.0,7396,118,6,2,0,0,INDIA,English,tips
C28,Productivity,UI/UX design principles for beginners,10.3,3133,44,2,1,0,0,INDIA,English,beginner-friendly
C29,Crypto,Digital marketing strategies for small businesses,8.0,16846,277,7,2,0,0,INDIA,English,tutorial
C30,AI Tools,Complete Python tutorial for data science beginners with practical examples,5.9,14092,379,24,13,5,0,INDIA,English,deep-dive
C31,Career Advice,Feature engineering techniques for better machine learning models,5.9,1652,39,2,1,0,0,INDIA,English,advanced;deep-dive
C32,Data Science,Career roadmap for aspiring data scientists in 2024,3.3,17826,430,16,9,3,0,INDIA,English,deep-dive;practical
C33,EdTech;Cooking,Data visualization masterclass using Python matplotlib and seaborn,7.7,3628,88,6,3,1,0,INDIA,English,advanced
C34,Programming,Complete Python tutorial for data science beginners with practical examples,6.9,14504,406,19,15,5,0,INDIA,English,practical;deep-dive
C35,Machine Learning,End-to-end data science project walkthrough from data to deployment,5.0,2343,47,3,1,0,0,INDIA,English,how-to
C36,Python;Gaming,Career roadmap for aspiring data scientists in 2024,10.1,14609,378,20,15,6,0,INDIA,English,practical
C37,Travel;Statistics,Digital marketing strategies for small businesses,0.5,4509,58,2,1,0,0,INDIA,English,beginner-friendly;practical;deep-dive
C38,Design;Statistics,Productivity hacks for remote workers,3.7,29912,545,22,11,2,0,INDIA,English,tips
C39,Machine Learning,Career roadmap for aspiring data scientists in 2024,8.9,833,17,1,1,0,0,INDIA,English,how-to;tips
C40,Machine Learning,Breaking into data science without a technical background,10.7,74969,1818,95,47,14,1,INDIA,English,case-study;practical
C41,Python,"Statistics for data science - probability, distributions, and hypothesis testing",3.9,1380,26,1,1,0,0,INDIA,English,review
C42,Analytics,Complete Python tutorial for data science beginners with practical examples,8.7,500,10,1,1,0,0,INDIA,English,tips;advanced;review
C43,Statistics;Health,Essential tools every data scientist should know,0.6,1458,23,1,1,0,0,INDIA,English,tips
C44,Crypto;Machine Learning,Gaming industry insights and career opportunities,9.5,1038,10,1,1,0,0,INDIA,English,advanced;tips
C45,Productivity;Python,Digital marketing strategies for small businesses,6.6,500,5,1,1,0,0,INDIA,English,review;deep-dive;beginner-friendly
C46,Cooking;Career Advice,Budget travel guide across India,3.9,3147,50,1,1,0,0,INDIA,English,review;advanced;tutorial
C47,Career Advice;Cooking,Machine learning fundamentals explained with real-world projects,10.4,7305,194,13,7,2,0,INDIA,English,case-study
C48,Analytics,Data visualization masterclass using Python matplotlib and seaborn,2.0,19283,479,29,12,4,0,INDIA,English,case-study;deep-dive
C49,Analytics,Breaking into data science without a technical background,9.8,15370,393,29,17,6,0,INDIA,English,how-to
C50,Marketing,Fitness routines for desk workers,8.2,4895,73,3,1,0,0,INDIA,English,beginner-friendly;interview;deep-dive
C51,SQL,Complete Python tutorial for data science beginners with practical examples,8.7,4216,108,4,2,0,0,INDIA,English,deep-dive;case-study;how-to
C52,EdTech,Breaking into data science without a technical background,1.5,5850,134,7,4,1,0,INDIA,English,how-to
C53,EdTech,Essential tools every data scientist should know,9.2,3498,85,5,2,0,0,INDIA,English,tutorial
C54,Python,Machine learning fundamentals explained with real-world projects,9.2,100000,2017,153,75,41,5,INDIA,English,case-study;review
C55,Finance,Cryptocurrency basics and investment strategies,6.1,6683,106,4,1,0,0,INDIA,English,case-study
C56,EdTech;Design,Machine learning fundamentals explained with real-world projects,1.1,2524,45,2,1,0,0,INDIA,English,review;how-to
C57,SQL;Web Dev,"Statistics for data science - probability, distributions, and hypothesis testing",11.8,10319,232,13,7,3,0,INDIA,English,advanced;beginner-friendly
C58,Productivity;EdTech,Productivity hacks for remote workers,10.6,20599,321,15,4,1,0,INDIA,English,beginner-friendly
C59,AI Tools,End-to-end data science project walkthrough from data to deployment,1.2,9521,229,14,9,3,0,INDIA,English,review;tips
C60,Crypto,Fitness routines for desk workers,1.9,13840,182,7,3,0,0,INDIA,English,interview;case-study;tutorial
C61,Machine Learning,Complete Python tutorial for data science beginners with practical examples,2.1,3768,92,6,3,1,0,INDIA,English,interview;review
C62,Data Science,Data visualization masterclass using Python matplotlib and seaborn,1.1,3045,76,4,2,0,0,INDIA,English,deep-dive;beginner-friendly
C63,Cooking,Web development trends and best practices,10.9,2748,41,1,1,0,0,INDIA,English,practical
C64,Programming;Travel,Complete Python tutorial for data science beginners with practical examples,10.9,1611,37,2,1,0,0,INDIA,English,practical;advanced;review
C65,AI Tools,Data visualization masterclass using Python matplotlib and seaborn,8.5,7014,167,10,4,1,0,INDIA,English,deep-dive;beginner-friendly
C66,Programming,Data visualization masterclass using Python matplotlib and seaborn,10.0,34288,800,49,29,8,0,INDIA,English,practical
C67,Fitness,Healthy cooking recipes for busy professionals,13.3,37874,763,17,8,2,0,INDIA,English,review
C68,Analytics;Cooking,Machine learning fundamentals explained with real-world projects,9.3,9616,299,17,9,2,0,INDIA,English,advanced;tutorial;interview
C69,EdTech,Essential tools every data scientist should know,1.6,949,16,1,1,0,0,INDIA,English,case-study
C70,Programming;Marketing,"Statistics for data science - probability, distributions, and hypothesis testing",7.1,7495,143,8,5,2,0,INDIA,English,interview;practical
C71,Machine Learning,Feature engineering techniques for better machine learning models,1.4,1681,36,2,1,0,0,INDIA,English,deep-dive;beginner-friendly
C72,Travel,Web development trends and best practices,6.6,14209,230,5,2,0,0,INDIA,English,tips
C73,Statistics,Complete Python tutorial for data science beginners with practical examples,11.4,16921,418,24,13,5,0,INDIA,English,tips;how-to;practical
C74,Analytics,"Statistics for data science - probability, distributions, and hypothesis testing",13.5,4700,125,8,5,1,0,INDIA,English,tutorial;case-study
C75,Travel;Career Advice,Digital marketing strategies for small businesses,9.6,17813,276,11,3,0,0,INDIA,English,tips;deep-dive;review
C76,Design,UI/UX design principles for beginners,5.2,54398,926,24,12,3,0,INDIA,English,tutorial;beginner-friendly
C77,AI Tools,Machine learning fundamentals explained with real-world projects,11.3,23102,536,33,15,5,0,INDIA,English,interview
C78,Analytics,Machine learning fundamentals explained with real-world projects,5.6,683,12,1,1,0,0,INDIA,English,tutorial
C79,Crypto;Career Advice,UI/UX design principles for beginners,12.6,1183,19,1,1,0,0,INDIA,English,interview;practical
C80,Programming,Feature engineering techniques for better machine learning models,2.9,2943,86,5,2,0,0,INDIA,English,case-study;tips;beginner-friendly
C81,Career Advice,Data visualization masterclass using Python matplotlib and seaborn,12.4,2116,46,2,1,0,0,INDIA,English,review
C82,Career Advice;Finance,Machine learning fundamentals explained with real-world projects,10.4,2139,49,3,2,0,0,INDIA,English,tutorial
C83,Programming;Travel,Complete Python tutorial for data science beginners with practical examples,2.2,7067,158,7,4,1,0,INDIA,English,deep-dive
C84,Marketing,Productivity hacks for remote workers,4.9,2093,41,1,1,0,0,INDIA,English,interview
C85,Career Advice,Complete Python tutorial for data science beginners with practical examples,13.7,500,7,1,1,0,0,INDIA,English,case-study;advanced
C86,Career Advice,Machine learning fundamentals explained with real-world projects,5.6,6822,138,7,4,1,0,INDIA,English,tutorial;how-to;practical
C87,Fitness;Machine Learning,Personal finance tips for young professionals in India,9.0,7689,169,5,2,0,0,INDIA,English,advanced
C88,AI Tools,Complete Python tutorial for data science beginners with practical examples,7.1,2625,73,4,2,0,0,INDIA,English,deep-dive
C89,SQL;Gaming,Machine learning fundamentals explained with real-world projects,0.5,5212,121,5,2,0,0,INDIA,English,practical
C90,Productivity,Healthy cooking recipes for busy professionals,1.3,6863,113,4,1,0,0,INDIA,English,tutorial;practical
C91,Career Advice,Data visualization masterclass using Python matplotlib and seaborn,10.4,2460,39,2,1,0,0,INDIA,English,beginner-friendly
C92,Statistics;Design,"Statistics for data science - probability, distributions, and hypothesis testing",7.1,6124,138,7,3,1,0,INDIA,English,case-study
C93,Data Science,Machine learning fundamentals explained with real-world projects,3.9,4420,118,8,5,2,0,INDIA,English,advanced
C94,Data Science;Travel,SQL essentials for data analysis - from basics to advanced queries,1.0,12828,214,13,7,2,0,INDIA,English,tutorial;beginner-friendly;how-to
C95,Analytics;Finance,Data visualization masterclass using Python matplotlib and seaborn,4.5,10183,284,14,7,2,0,INDIA,English,how-to;review
C96,Statistics;Finance,Machine learning fundamentals explained with real-world projects,13.0,1618,32,1,1,0,0,INDIA,English,tips;deep-dive;advanced
C97,Career Advice,Feature engineering techniques for better machine learning models,12.9,13427,289,21,11,4,0,INDIA,English,beginner-friendly
C98,Statistics,"Statistics for data science - probability, distributions, and hypothesis testing",3.4,11864,328,20,12,5,0,INDIA,English,beginner-friendly;tips
C99,EdTech,Breaking into data science without a technical background,11.5,9385,234,12,6,2,0,INDIA,English,interview;case-study
C100,Gaming;Programming,Personal finance tips for young professionals in India,13.4,13098,152,4,1,0,0,INDIA,English,review;beginner-friendly;tutorial
C101,EdTech;Gaming,Feature engineering techniques for better machine learning models,2.8,2982,61,4,2,0,0,INDIA,English,tutorial
C102,Finance;Analytics,Productivity hacks for remote workers,10.1,5417,88,4,1,0,0,INDIA,English,practical
C103,Finance,Personal finance tips for young professionals in India,7.2,9453,124,5,1,0,0,INDIA,English,advanced;how-to
C104,SQL,Complete Python tutorial for data science beginners with practical examples,13.2,36704,981,74,43,17,0,INDIA,English,deep-dive
C105,Career Advice;Travel,SQL essentials for data analysis - from basics to advanced queries,13.7,1362,20,1,1,0,0,INDIA,English,beginner-friendly;interview
C106,EdTech;Cooking,"Statistics for data science - probability, distributions, and hypothesis testing",5.8,4011,102,6,3,1,0,INDIA,English,advanced
C107,Health;SQL,Personal finance tips for young professionals in India,6.1,6745,95,3,1,0,0,INDIA,English,case-study;how-to
C108,AI Tools,Essential tools every data scientist should know,6.7,919,21,1,1,0,0,INDIA,English,deep-dive;interview;tips
C109,Web Dev;EdTech,Gaming industry insights and career opportunities,12.4,3462,39,1,1,0,0,INDIA,English,tutorial;how-to
C110,Programming;Travel,"Statistics for data science - probability, distributions, and hypothesis testing",11.3,100000,2629,157,71,29,3,INDIA,English,how-to;tutorial
C111,Career Advice,End-to-end data science project walkthrough from data to deployment,9.3,3868,79,4,2,0,0,INDIA,English,tutorial;case-study;practical
C112,Career Advice,Career roadmap for aspiring data scientists in 2024,7.6,6564,168,10,5,1,0,INDIA,English,beginner-friendly;deep-dive;tutorial
C113,Health;AI Tools,UI/UX design principles for beginners,11.7,1481,17,1,1,0,0,INDIA,English,beginner-friendly
C114,Productivity;Machine Learning,Personal finance tips for young professionals in India,4.9,3164,46,1,1,0,0,INDIA,English,practical;beginner-friendly;interview
C115,SQL,"Statistics for data science - probability, distributions, and hypothesis testing",10.8,10526,287,18,10,4,0,INDIA,English,tutorial
C116,Data Science,Essential tools every data scientist should know,0.9,48043,1230,87,59,30,2,INDIA,English,practical;tips
C117,Data Science;Crypto,End-to-end data science project walkthrough from data to deployment,1.5,12021,256,14,8,2,0,INDIA,English,deep-dive;how-to
C118,Statistics,SQL essentials for data analysis - from basics to advanced queries,10.5,1066,18,1,1,0,0,INDIA,English,tutorial
C119,Productivity,Web development trends and best practices,2.3,11763,164,5,1,0,0,INDIA,English,practical
C120,EdTech,SQL essentials for data analysis - from basics to advanced queries,6.9,3794,102,8,4,1,0,INDIA,English,practical
C121,Statistics,Complete Python tutorial for data science beginners with practical examples,2.0,5565,97,5,3,1,0,INDIA,English,tips
C122,Fitness;Career Advice,UI/UX design principles for beginners,10.2,2245,33,1,1,0,0,INDIA,English,review
C123,Health,Cryptocurrency basics and investment strategies,8.5,6298,115,4,1,0,0,INDIA,English,practical
C124,Programming,Feature engineering techniques for better machine learning models,1.4,2010,54,3,1,0,0,INDIA,English,review;practical;interview
C125,Fitness;Data Science,Fitness routines for desk workers,7.6,1074,12,1,1,0,0,INDIA,English,case-study
C126,Data Science,Machine learning fundamentals explained with real-world projects,0.9,500,9,1,1,0,0,INDIA,English,how-to
C127,Analytics,Career roadmap for aspiring data scientists in 2024,4.7,6551,174,8,3,1,0,INDIA,English,tutorial;beginner-friendly
C128,Fitness,Personal finance tips for young professionals in India,9.6,500,5,1,1,0,0,INDIA,English,interview;deep-dive;practical
C129,EdTech,Breaking into data science without a technical background,10.4,5441,129,8,4,1,0,INDIA,English,deep-dive
C130,AI Tools,Complete Python tutorial for data science beginners with practical examples,7.4,1445,31,1,1,0,0,INDIA,English,how-to;review
C131,Crypto,Digital marketing strategies for small businesses,8.6,22853,391,15,6,1,0,INDIA,English,tutorial
C132,Gaming,Gaming industry insights and career opportunities,9.8,15610,230,7,3,0,0,INDIA,English,review
C133,Data Science,"Statistics for data science - probability, distributions, and hypothesis testing",10.5,8149,181,12,8,3,0,INDIA,English,tutorial
C134,Marketing,Productivity hacks for remote workers,4.5,8430,134,3,1,0,0,INDIA,English,how-to
C135,Data Science,Complete Python tutorial for data science beginners with practical examples,13.7,676,14,1,1,0,0,INDIA,English,tutorial;case-study
C136,AI Tools;Cooking,"Statistics for data science - probability, distributions, and hypothesis testing",10.2,16390,338,19,9,4,0,INDIA,English,review
C137,Statistics;Crypto,Essential tools every data scientist should know,11.7,6135,127,8,5,1,0,INDIA,English,advanced;beginner-friendly
C138,Career Advice,Career roadmap for aspiring data scientists in 2024,9.5,1179,23,1,1,0,0,INDIA,English,beginner-friendly;tips
C139,Python;Health,Essential tools every data scientist should know,3.0,500,10,1,1,0,0,INDIA,English,beginner-friendly;interview
C140,EdTech;Web Dev,Data visualization masterclass using Python matplotlib and seaborn,1.7,10462,254,14,8,3,0,INDIA,English,advanced
C141,Python,Data visualization masterclass using Python matplotlib and seaborn,8.5,4802,111,6,3,1,0,INDIA,English,advanced;how-to
C142,Statistics,Essential tools every data scientist should know,7.5,18716,379,17,10,4,0,INDIA,English,tips
C143,Machine Learning,Machine learning fundamentals explained with real-world projects,10.6,2134,50,3,1,0,0,INDIA,English,interview
C144,Travel,Budget travel guide across India,2.7,2252,43,1,1,0,0,INDIA,English,interview;case-study
C145,Data Science,Machine learning fundamentals explained with real-world projects,10.8,8490,199,12,7,2,0,INDIA,English,practical;tips
C146,Marketing;SQL,Gaming industry insights and career opportunities,13.3,6185,99,4,1,0,0,INDIA,English,beginner-friendly
C147,Data Science,Career roadmap for aspiring data scientists in 2024,13.6,17326,399,21,14,5,0,INDIA,English,deep-dive;case-study;practical
C148,Analytics;Travel,Career roadmap for aspiring data scientists in 2024,11.9,769,12,1,1,0,0,INDIA,English,advanced;review
C149,Career Advice,Complete Python tutorial for data science beginners with practical examples,1.7,635,10,1,1,0,0,INDIA,English,beginner-friendly;review;advanced
C150,Data Science,Data visualization masterclass using Python matplotlib and seaborn,4.3,3538,86,5,3,0,0,INDIA,English,how-to;practical
C151,Web Dev;EdTech,Digital marketing strategies for small businesses,3.0,14246,209,2,1,0,0,INDIA,English,review;interview
C152,SQL,Feature engineering techniques for better machine learning models,5.8,7983,231,19,9,3,0,INDIA,English,tutorial;tips
C153,SQL,Data visualization masterclass using Python matplotlib and seaborn,9.1,29122,656,46,27,10,0,INDIA,English,case-study
C154,Analytics;Marketing,Breaking into data science without a technical background,11.0,11861,304,19,8,3,0,INDIA,English,tips;review
C155,Machine Learning;Cooking,End-to-end data science project walkthrough from data to deployment,6.7,6477,165,11,6,2,0,INDIA,English,beginner-friendly
C156,Career Advice,Complete Python tutorial for data science beginners with practical examples,7.0,2343,39,2,1,0,0,INDIA,English,beginner-friendly;interview
C157,Productivity,UI/UX design principles for beginners,10.2,3694,62,2,1,0,0,INDIA,English,practical
C158,Python,Machine learning fundamentals explained with real-world projects,12.7,3512,85,4,1,0,0,INDIA,English,deep-dive;beginner-friendly
C159,Programming,SQL essentials for data analysis - from basics to advanced queries,1.5,2687,54,3,1,0,0,INDIA,English,review;case-study;practical
C160,Data Science,Machine learning fundamentals explained with real-world projects,2.0,10869,310,17,8,3,0,INDIA,English,beginner-friendly
C161,Crypto;AI Tools,Healthy cooking recipes for busy professionals,1.4,40898,577,16,6,2,0,INDIA,English,deep-dive
C162,SQL;Health,Complete Python tutorial for data science beginners with practical examples,2.6,12397,289,18,13,5,0,INDIA,English,review
C163,Analytics,Data visualization masterclass using Python matplotlib and seaborn,1.9,4777,112,7,3,1,0,INDIA,English,review
C164,Travel;Career Advice,Healthy cooking recipes for busy professionals,1.2,13243,173,3,1,0,0,INDIA,English,advanced
C165,Productivity,Cryptocurrency basics and investment strategies,3.9,3064,62,2,1,0,0,INDIA,English,how-to;tutorial;advanced
C166,Fitness,Budget travel guide across India,9.3,3082,44,2,1,0,0,INDIA,English,practical;review
C167,AI Tools;Design,Data visualization masterclass using Python matplotlib and seaborn,11.1,12973,332,25,13,6,0,INDIA,English,deep-dive;case-study
C168,Analytics;Finance,Feature engineering techniques for better machine learning models,1.9,500,9,1,1,0,0,INDIA,English,how-to;review
C169,Statistics;Web Dev,Feature engineering techniques for better machine learning models,3.6,5622,164,9,5,1,0,INDIA,English,tips;tutorial
C170,Data Science,Complete Python tutorial for data science beginners with practical examples,9.9,3479,74,4,1,0,0,INDIA,English,interview;how-to
C171,Data Science;Finance,SQL essentials for data analysis - from basics to advanced queries,13.3,9365,262,17,11,5,0,INDIA,English,beginner-friendly;case-study
C172,Python,Data visualization masterclass using Python matplotlib and seaborn,6.6,3759,93,5,2,0,0,INDIA,English,review
C173,Web Dev,Fitness routines for desk workers,6.6,6982,111,4,1,0,0,INDIA,English,tutorial;advanced
C174,Data Science;Marketing,Essential tools every data scientist should know,10.9,3498,76,4,2,0,0,INDIA,English,tips;interview
C175,Programming,Data visualization masterclass using Python matplotlib and seaborn,12.8,9411,266,18,10,5,0,INDIA,English,practical
C176,Fitness,Personal finance tips for young professionals in India,2.3,18618,196,3,1,0,0,INDIA,English,beginner-friendly;how-to
C177,Analytics,"Statistics for data science - probability, distributions, and hypothesis testing",1.4,10268,262,17,9,3,0,INDIA,English,tips
C178,EdTech,Machine learning fundamentals explained with real-world projects,6.3,11347,274,13,6,2,0,INDIA,English,tips
C179,Fitness,Productivity hacks for remote workers,3.8,4372,63,3,1,0,0,INDIA,English,practical
C180,Statistics,Breaking into data science without a technical background,1.4,10600,297,20,9,3,0,INDIA,English,practical;review
C181,Statistics,Machine learning fundamentals explained with real-world projects,11.4,11273,324,19,9,4,0,INDIA,English,how-to;interview;tips
C182,Data Science,Feature engineering techniques for better machine learning models,2.9,20037,456,36,24,10,0,INDIA,English,advanced
C183,Analytics,Machine learning fundamentals explained with real-world projects,4.2,5891,154,6,4,1,0,INDIA,English,interview;tips;how-to
C184,Data Science,Feature engineering techniques for better machine learning models,13.2,4110,93,6,2,0,0,INDIA,English,tutorial;how-to
C185,Machine Learning,Data visualization masterclass using Python matplotlib and seaborn,1.5,21555,353,20,10,3,0,INDIA,English,practical;case-study;interview
C186,AI Tools;Cooking,End-to-end data science project walkthrough from data to deployment,1.8,9922,253,17,8,3,0,INDIA,English,tips;deep-dive
C187,Programming;Travel,Feature engineering techniques for better machine learning models,5.4,2570,53,3,1,0,0,INDIA,English,review
C188,Gaming,Productivity hacks for remote workers,2.1,9966,150,6,2,0,0,INDIA,English,how-to;deep-dive;tips
C189,SQL,Feature engineering techniques for better machine learning models,10.5,2200,50,2,1,0,0,INDIA,English,advanced;how-to;review
C190,Data Science;Health,Career roadmap for aspiring data scientists in 2024,0.8,20083,490,22,18,7,0,INDIA,English,interview;case-study
C191,Data Science,End-to-end data science project walkthrough from data to deployment,12.9,2236,48,2,1,0,0,INDIA,English,how-to
C192,Statistics;Finance,Career roadmap for aspiring data scientists in 2024,7.4,3839,100,6,3,1,0,INDIA,English,tips
C193,Programming,Complete Python tutorial for data science beginners with practical examples,12.9,14147,405,32,21,8,1,INDIA,English,how-to;deep-dive;case-study
C194,Data Science,SQL essentials for data analysis - from basics to advanced queries,4.4,886,13,1,1,0,0,INDIA,English,tutorial;practical
C195,Web Dev,Cryptocurrency basics and investment strategies,9.7,500,5,1,1,0,0,INDIA,English,deep-dive;case-study;review
C196,EdTech,End-to-end data science project walkthrough from data to deployment,6.6,2908,72,4,2,0,0,INDIA,English,deep-dive
C197,Marketing,Web development trends and best practices,4.5,2312,34,1,1,0,0,INDIA,English,advanced;case-study;beginner-friendly
C198,Health,UI/UX design principles for beginners,5.8,10298,152,5,1,0,0,INDIA,English,deep-dive;review
C199,Design,Cryptocurrency basics and investment strategies,6.8,30323,539,20,7,1,0,INDIA,English,tutorial;practical
C200,SQL,Essential tools every data scientist should know,6.7,5393,138,6,3,0,0,INDIA,English,how-to;deep-dive;tips
C201,AI Tools,Complete Python tutorial for data science beginners with practical examples,12.8,1045,20,1,1,0,0,INDIA,English,case-study
C202,SQL;Marketing,Data visualization masterclass using Python matplotlib and seaborn,13.6,11360,331,22,12,4,0,INDIA,English,advanced;review
C203,EdTech,Complete Python tutorial for data science beginners with practical examples,13.5,33364,765,65,50,18,0,INDIA,English,advanced;practical
C204,EdTech,Feature engineering techniques for better machine learning models,12.9,2100,59,4,2,0,0,INDIA,English,tutorial;beginner-friendly
C205,Web Dev,Healthy cooking recipes for busy professionals,6.4,7092,79,3,1,0,0,INDIA,English,beginner-friendly;tips;review
C206,AI Tools,SQL essentials for data analysis - from basics to advanced queries,5.9,3639,79,5,3,1,0,INDIA,English,beginner-friendly
C207,Career Advice;Travel,Essential tools every data scientist should know,6.1,7838,194,11,5,2,0,INDIA,English,case-study
C208,Crypto;Python,Personal finance tips for young professionals in India,0.9,35828,553,21,7,2,0,INDIA,English,beginner-friendly;tutorial
C209,Career Advice,Feature engineering techniques for better machine learning models,1.2,21000,487,27,17,7,0,INDIA,English,how-to
C210,Statistics,SQL essentials for data analysis - from basics to advanced queries,9.9,2544,49,3,1,0,0,INDIA,English,beginner-friendly;case-study
C211,Python,Feature engineering techniques for better machine learning models,3.8,1078,17,1,1,0,0,INDIA,English,tutorial
C212,Machine Learning,Breaking into data science without a technical background,7.3,7525,208,11,8,3,0,INDIA,English,interview;beginner-friendly
C213,Cooking,UI/UX design principles for beginners,0.7,1567,18,1,1,0,0,INDIA,English,deep-dive;case-study
C214,Programming,Breaking into data science without a technical background,3.6,8446,237,16,9,3,0,INDIA,English,case-study
C215,Analytics;Web Dev,Essential tools every data scientist should know,7.0,11240,307,18,13,6,0,INDIA,English,case-study;tutorial;advanced
C216,Machine Learning,Breaking into data science without a technical background,2.4,9058,190,13,10,4,0,INDIA,English,deep-dive;beginner-friendly
C217,Statistics,"Statistics for data science - probability, distributions, and hypothesis testing",2.2,2496,59,4,2,0,0,INDIA,English,interview
C218,Python,Complete Python tutorial for data science beginners with practical examples,2.5,3679,89,6,3,1,0,INDIA,English,tips;practical;review
C219,Travel,Gaming industry insights and career opportunities,13.9,22750,387,10,3,1,0,INDIA,English,deep-dive
C220,Web Dev,Productivity hacks for remote workers,10.4,1580,16,1,1,0,0,INDIA,English,review
C221,SQL;Cooking,End-to-end data science project walkthrough from data to deployment,13.7,1996,47,2,1,0,0,INDIA,English,review
C222,Travel,Healthy cooking recipes for busy professionals,6.8,12183,216,6,1,0,0,INDIA,English,interview
C223,Data Science,Feature engineering techniques for better machine learning models,6.1,6384,134,8,4,1,0,INDIA,English,tips
C224,Programming;Crypto,SQL essentials for data analysis - from basics to advanced queries,9.4,2715,81,4,2,0,0,INDIA,English,interview
C225,Machine Learning,"Statistics for data science - probability, distributions, and hypothesis testing",3.3,5415,118,8,4,1,0,INDIA,English,practical;tutorial
C226,Statistics,Complete Python tutorial for data science beginners with practical examples,4.8,14818,367,10,5,1,0,INDIA,English,interview;practical;beginner-friendly
C227,Gaming,Gaming industry insights and career opportunities,11.3,500,2,1,1,0,0,INDIA,English,case-study
C228,Machine Learning;Finance,Data visualization masterclass using Python matplotlib and seaborn,11.8,3207,74,3,1,0,0,INDIA,English,advanced
C229,Cooking,Productivity hacks for remote workers,8.2,26383,465,10,4,1,0,INDIA,English,tips
C230,Career Advice;Web Dev,Breaking into data science without a technical background,0.6,6515,157,9,5,2,0,INDIA,English,how-to
C231,Data Science,Breaking into data science without a technical background,11.9,2848,66,4,2,0,0,INDIA,English,deep-dive
C232,Programming,SQL essentials for data analysis - from basics to advanced queries,10.8,1376,36,1,1,0,0,INDIA,English,tips
C233,Machine Learning,Machine learning fundamentals explained with real-world projects,7.9,13076,311,18,9,4,0,INDIA,English,how-to
C234,Python,Machine learning fundamentals explained with real-world projects,4.2,2315,50,3,1,0,0,INDIA,English,tutorial;how-to;beginner-friendly
C235,Productivity;Career Advice,Budget travel guide across India,8.2,1410,17,1,1,0,0,INDIA,English,practical;interview
C236,Machine Learning,End-to-end data science project walkthrough from data to deployment,0.8,1634,42,2,1,0,0,INDIA,English,how-to;tips
