creator_id,topic,recent_video_transcript,posting_cadence_days,views_90d,clicks,leads,qualified_leads,enrollments,refunds,geography,language,category_tag
EDU_0055,Deep Learning;C++,"Data analysis with Python: exploratory data analysis, visualization with matplotlib and seaborn",2,41622,1316,194,135,74,1,INDIA,Telugu,career-guidance
EDU_0056,Artificial Intelligence;Algorithms,"Backend development masterclass: Node.js, Express, MongoDB, and RESTful API design patterns",3,7394,309,44,31,18,0,INDIA,English,theory;interview-prep
EDU_0057,Data Structures,"DevOps engineering essentials: Docker containers, Kubernetes orchestration, and CI/CD automation",4,345386,10605,789,520,225,22,INDIA,Hindi,step-by-step;practical
EDU_0058,Cloud Computing,Web development portfolio: 10 projects to showcase your skills and impress employers,3,32066,1156,127,80,37,0,INDIA,Telugu,step-by-step;career-guidance
EDU_0059,React,"DevOps engineering essentials: Docker containers, Kubernetes orchestration, and CI/CD automation",1,17146,1155,243,218,163,4,INDIA,English,career-guidance
EDU_0060,Database Management,"JavaScript complete guide: ES6+, async programming, DOM manipulation, and modern frameworks",2,13339,357,43,30,13,1,INDIA,Telugu,advanced;project-based
EDU_0061,Mobile Development;Django,"Backend development masterclass: Node.js, Express, MongoDB, and RESTful API design patterns",2,72563,3229,594,503,309,28,INDIA,English,advanced;tutorial
EDU_0062,Machine Learning;Coding Practice,"Data analysis with Python: exploratory data analysis, visualization with matplotlib and seaborn",3,5496,255,58,41,30,2,INDIA,Hindi,theory;tutorial
EDU_0063,Data Structures,Frontend development with React and Redux: building scalable web applications with modern practices,1,27211,947,141,115,72,7,INDIA,English,hands-on;interview-prep
EDU_0064,Data Structures,"AWS cloud computing: EC2, S3, Lambda, and serverless architecture implementation guide",6,51634,1832,219,160,68,5,INDIA,English,tutorial;quick-start
EDU_0065,Django,"JavaScript complete guide: ES6+, async programming, DOM manipulation, and modern frameworks",3,32542,1287,196,111,57,6,INDIA,Hindi,step-by-step
EDU_0066,DevOps;System Design,"Data analysis with Python: exploratory data analysis, visualization with matplotlib and seaborn",4,50000,1962,265,177,83,4,INDIA,English,comprehensive;beginner-friendly
EDU_0067,Database Management,Full-stack development bootcamp: MERN stack with authentication and deployment strategies,3,12576,474,59,44,26,2,INDIA,English,tutorial
EDU_0068,Interview Preparation,"Career transition to tech: portfolio building, networking, and landing your first developer job",2,10630,693,127,114,85,1,INDIA,English,beginner-friendly
EDU_0069,Algorithms,"Database design fundamentals: normalization, indexing, and performance optimization strategies",4,220601,6526,1026,747,375,19,INDIA,Hindi,project-based;quick-start
EDU_0070,React;Artificial Intelligence,Complete Python programming masterclass: from basics to advanced projects including web scraping and automation,3,71314,3021,364,285,168,7,INDIA,Hindi,hands-on
EDU_0071,Interview Preparation;PostgreSQL,"DevOps engineering essentials: Docker containers, Kubernetes orchestration, and CI/CD automation",2,32696,1654,413,371,278,28,INDIA,English,tutorial
EDU_0072,DevOps,"Database design fundamentals: normalization, indexing, and performance optimization strategies",3,129903,5899,826,585,282,16,INDIA,Telugu,project-based;advanced
EDU_0073,Frontend Development,"Backend development masterclass: Node.js, Express, MongoDB, and RESTful API design patterns",5,18011,605,78,69,43,3,INDIA,English,project-based
EDU_0074,Software Engineering,"Backend development masterclass: Node.js, Express, MongoDB, and RESTful API design patterns",4,138359,6148,529,388,181,19,INDIA,Hindi,comprehensive
EDU_0075,Coding Practice;MongoDB,"Data Science career roadmap 2024: statistics, pandas, machine learning, and real industry projects",2,23565,1228,215,157,77,8,INDIA,English,comprehensive;step-by-step
EDU_0076,React;Database Management,"Data Science career roadmap 2024: statistics, pandas, machine learning, and real industry projects",4,227883,11108,1380,994,699,45,INDIA,Hindi,theory
EDU_0077,PostgreSQL,System design interview masterclass: scalability patterns and distributed systems architecture,4,6660,301,38,31,20,1,INDIA,English,advanced
EDU_0078,DevOps;Flask,"Career transition to tech: portfolio building, networking, and landing your first developer job",3,63102,2435,244,172,110,12,INDIA,English,hands-on;tutorial
EDU_0079,Statistics,System design interview masterclass: scalability patterns and distributed systems architecture,3,9513,334,37,25,11,0,INDIA,Hindi,career-guidance
EDU_0080,Python,Data structures and algorithms: coding interview preparation with 200+ practice problems,2,28364,1650,313,281,210,13,INDIA,English,theory
EDU_0081,Statistics;Algorithms,React Native mobile development: cross-platform apps with navigation and state management,5,23886,543,56,37,22,1,INDIA,English,comprehensive
EDU_0082,Algorithms,Frontend development with React and Redux: building scalable web applications with modern practices,3,105338,3787,509,349,175,11,INDIA,Telugu,project-based
EDU_0083,Mobile Development,"Career transition to tech: portfolio building, networking, and landing your first developer job",1,50000,1641,154,114,63,5,INDIA,Hindi,advanced;theory
EDU_0084,SQL,"Data Science career roadmap 2024: statistics, pandas, machine learning, and real industry projects",3,53513,3062,446,384,255,21,INDIA,Telugu,practical;beginner-friendly
EDU_0085,MongoDB,Complete Python programming masterclass: from basics to advanced projects including web scraping and automation,1,51948,2653,497,368,207,7,INDIA,English,advanced
EDU_0086,Database Management;Frontend Development,"SQL for data analysis: advanced queries, window functions, and database optimization techniques",5,52873,1329,177,120,62,4,INDIA,Hindi,interview-prep;hands-on
EDU_0087,Interview Preparation;Database Management,Web development portfolio: 10 projects to showcase your skills and impress employers,2,116818,5921,1226,1002,705,67,INDIA,Hindi,comprehensive
EDU_0088,Coding Practice,"Data Science career roadmap 2024: statistics, pandas, machine learning, and real industry projects",2,9600,314,26,19,11,0,INDIA,Telugu,quick-start
EDU_0089,Backend Development;Deep Learning,"Database design fundamentals: normalization, indexing, and performance optimization strategies",5,6547,241,31,24,14,1,INDIA,English,tutorial;advanced
EDU_0090,Analytics;PostgreSQL,"Data Science career roadmap 2024: statistics, pandas, machine learning, and real industry projects",5,19916,815,148,102,63,3,INDIA,Hindi,project-based;tutorial
EDU_0091,Statistics,"SQL for data analysis: advanced queries, window functions, and database optimization techniques",2,72138,2435,286,215,131,3,INDIA,Hindi,practical
EDU_0092,JavaScript;Frontend Development,Coding interview bootcamp: problem-solving techniques and whiteboard coding strategies,3,50000,2566,507,456,303,28,INDIA,English,theory;practical
EDU_0093,DevOps,"Backend development masterclass: Node.js, Express, MongoDB, and RESTful API design patterns",4,25791,747,89,70,30,3,INDIA,English,comprehensive
EDU_0094,JavaScript,"Backend development masterclass: Node.js, Express, MongoDB, and RESTful API design patterns",6,8974,318,42,34,19,1,INDIA,Hindi,quick-start
EDU_0095,Statistics,"JavaScript complete guide: ES6+, async programming, DOM manipulation, and modern frameworks",1,8000,388,63,50,34,0,INDIA,English,hands-on
EDU_0096,Software Engineering,"DevOps engineering essentials: Docker containers, Kubernetes orchestration, and CI/CD automation",3,106659,3608,434,333,222,16,INDIA,English,theory
EDU_0097,Data Science,Machine learning algorithms deep dive: linear regression to neural networks with Python implementation,6,6191,348,61,54,34,3,INDIA,English,comprehensive
EDU_0098,Node.js,Web development portfolio: 10 projects to showcase your skills and impress employers,5,21815,839,102,70,52,1,INDIA,English,career-guidance;theory
EDU_0099,Backend Development,Full-stack development bootcamp: MERN stack with authentication and deployment strategies,3,3899,132,14,11,5,0,INDIA,Hindi,step-by-step;beginner-friendly
EDU_0100,Deep Learning,"Database design fundamentals: normalization, indexing, and performance optimization strategies",10,27376,412,45,24,10,0,INDIA,English,step-by-step
EDU_0101,Coding Practice;JavaScript,"Career transition to tech: portfolio building, networking, and landing your first developer job",2,3652,244,53,47,32,1,INDIA,English,practical
EDU_0102,Django,"Software engineering best practices: clean code, testing, and agile development methodologies",5,40663,873,96,54,30,2,INDIA,Telugu,interview-prep
EDU_0103,JavaScript;C++,Frontend development with React and Redux: building scalable web applications with modern practices,5,46158,2291,415,371,243,14,INDIA,English,beginner-friendly
EDU_0104,Node.js,"JavaScript complete guide: ES6+, async programming, DOM manipulation, and modern frameworks",2,4092,171,26,21,12,0,INDIA,English,advanced;beginner-friendly
EDU_0105,Programming Fundamentals;Deep Learning,Frontend development with React and Redux: building scalable web applications with modern practices,2,5467,182,20,15,8,0,INDIA,Telugu,career-guidance
EDU_0106,Python,Full-stack development bootcamp: MERN stack with authentication and deployment strategies,6,150000,5453,849,433,262,13,INDIA,Telugu,quick-start
EDU_0107,Software Engineering;React,"SQL for data analysis: advanced queries, window functions, and database optimization techniques",3,48872,2403,421,378,242,10,INDIA,Hindi,comprehensive
EDU_0108,Analytics,Data structures and algorithms: coding interview preparation with 200+ practice problems,4,41615,1435,190,155,81,6,INDIA,English,beginner-friendly
EDU_0109,Career Guidance,Full-stack development bootcamp: MERN stack with authentication and deployment strategies,1,34722,1624,279,212,157,13,INDIA,Telugu,beginner-friendly
EDU_0110,Cloud Computing,"Career transition to tech: portfolio building, networking, and landing your first developer job",2,46341,1641,232,207,119,3,INDIA,English,project-based
EDU_0111,Database Management;SQL,"Backend development masterclass: Node.js, Express, MongoDB, and RESTful API design patterns",5,8391,367,63,51,34,2,INDIA,English,advanced
EDU_0112,Database Management,System design interview masterclass: scalability patterns and distributed systems architecture,2,9727,424,52,39,22,2,INDIA,Hindi,interview-prep
EDU_0113,Flask;React,"SQL for data analysis: advanced queries, window functions, and database optimization techniques",1,7385,425,97,82,56,5,INDIA,Hindi,advanced
EDU_0114,Flask,Frontend development with React and Redux: building scalable web applications with modern practices,7,42017,1160,113,73,44,2,INDIA,English,comprehensive;practical
EDU_0115,Coding Practice;Cloud Computing,Web development portfolio: 10 projects to showcase your skills and impress employers,1,25000,811,141,106,75,6,INDIA,English,beginner-friendly
EDU_0116,Data Science,Coding interview bootcamp: problem-solving techniques and whiteboard coding strategies,5,6121,334,52,46,30,1,INDIA,English,comprehensive;tutorial
EDU_0117,Cloud Computing,React Native mobile development: cross-platform apps with navigation and state management,3,73915,3699,436,328,191,9,INDIA,English,project-based
EDU_0118,Software Engineering,"Career transition to tech: portfolio building, networking, and landing your first developer job",3,114584,3730,592,371,179,9,INDIA,Hindi,tutorial
EDU_0119,Data Structures;Artificial Intelligence,"DevOps engineering essentials: Docker containers, Kubernetes orchestration, and CI/CD automation",5,70769,2567,351,269,153,14,INDIA,English,career-guidance;step-by-step
EDU_0120,Frontend Development,"JavaScript complete guide: ES6+, async programming, DOM manipulation, and modern frameworks",3,23964,1043,146,108,64,2,INDIA,Hindi,tutorial;hands-on
EDU_0121,Django,"Backend development masterclass: Node.js, Express, MongoDB, and RESTful API design patterns",3,38377,1279,202,122,40,3,INDIA,Hindi,tutorial;practical
EDU_0122,System Design,System design interview masterclass: scalability patterns and distributed systems architecture,6,9048,307,41,26,10,0,INDIA,English,advanced
EDU_0123,MongoDB;Coding Practice,React Native mobile development: cross-platform apps with navigation and state management,5,232277,7000,441,255,130,4,INDIA,Hindi,step-by-step
EDU_0124,Python;Web Development,"Software engineering best practices: clean code, testing, and agile development methodologies",4,10681,702,124,83,59,6,INDIA,English,project-based
EDU_0125,Artificial Intelligence;JavaScript,React Native mobile development: cross-platform apps with navigation and state management,4,57164,3251,665,569,425,49,INDIA,English,beginner-friendly
EDU_0126,MongoDB,"Data analysis with Python: exploratory data analysis, visualization with matplotlib and seaborn",3,61697,2156,257,192,114,13,INDIA,Hindi,hands-on
EDU_0127,PostgreSQL,Web development portfolio: 10 projects to showcase your skills and impress employers,3,26652,1126,159,129,69,2,INDIA,Telugu,career-guidance
EDU_0128,Frontend Development,"SQL for data analysis: advanced queries, window functions, and database optimization techniques",5,50000,1546,185,87,36,1,INDIA,Telugu,interview-prep
EDU_0129,Backend Development,Web development portfolio: 10 projects to showcase your skills and impress employers,3,7162,245,32,23,15,1,INDIA,English,beginner-friendly
EDU_0130,Cloud Computing,"AWS cloud computing: EC2, S3, Lambda, and serverless architecture implementation guide",1,53657,2005,315,192,101,9,INDIA,Hindi,tutorial
EDU_0131,Mobile Development,Frontend development with React and Redux: building scalable web applications with modern practices,2,49687,2135,233,188,141,3,INDIA,English,comprehensive;quick-start
EDU_0132,Java,"Data Science career roadmap 2024: statistics, pandas, machine learning, and real industry projects",5,50000,1371,198,162,100,3,INDIA,English,advanced
EDU_0133,Deep Learning;Statistics,Deep learning with PyTorch and TensorFlow: computer vision and NLP projects from scratch,5,7388,206,36,24,12,0,INDIA,English,step-by-step;interview-prep
EDU_0134,Machine Learning,Data structures and algorithms: coding interview preparation with 200+ practice problems,4,5494,226,51,41,30,3,INDIA,English,step-by-step
EDU_0135,Software Engineering;React,"AWS cloud computing: EC2, S3, Lambda, and serverless architecture implementation guide",6,18999,608,81,65,33,1,INDIA,Telugu,beginner-friendly
EDU_0136,Frontend Development,"Data analysis with Python: exploratory data analysis, visualization with matplotlib and seaborn",5,20850,671,94,79,56,4,INDIA,English,project-based
EDU_0137,Software Engineering;Frontend Development,"DevOps engineering essentials: Docker containers, Kubernetes orchestration, and CI/CD automation",2,57896,2520,309,209,140,5,INDIA,English,advanced
EDU_0138,Career Guidance,"Data analysis with Python: exploratory data analysis, visualization with matplotlib and seaborn",4,156955,7592,1259,857,606,55,INDIA,Hindi,interview-prep;hands-on
EDU_0139,Cloud Computing,"JavaScript complete guide: ES6+, async programming, DOM manipulation, and modern frameworks",6,57881,1922,196,143,60,7,INDIA,English,interview-prep;theory
EDU_0140,Deep Learning,Deep learning with PyTorch and TensorFlow: computer vision and NLP projects from scratch,5,15435,427,34,27,12,0,INDIA,Telugu,beginner-friendly
EDU_0141,Statistics,"SQL for data analysis: advanced queries, window functions, and database optimization techniques",4,36480,1599,228,163,76,2,INDIA,English,advanced
EDU_0142,C++;Python,"Career transition to tech: portfolio building, networking, and landing your first developer job",3,58538,3245,608,547,410,35,INDIA,English,comprehensive;quick-start
EDU_0143,PostgreSQL,"Data analysis with Python: exploratory data analysis, visualization with matplotlib and seaborn",2,7056,325,55,49,31,1,INDIA,Hindi,interview-prep
EDU_0144,Career Guidance;JavaScript,Web development portfolio: 10 projects to showcase your skills and impress employers,2,50000,3033,657,591,443,35,INDIA,Hindi,practical
EDU_0145,Career Guidance,"Database design fundamentals: normalization, indexing, and performance optimization strategies",1,3405,248,48,43,32,3,INDIA,English,interview-prep
EDU_0146,Programming Fundamentals,"AWS cloud computing: EC2, S3, Lambda, and serverless architecture implementation guide",2,60223,2131,274,233,151,6,INDIA,Hindi,advanced;career-guidance
EDU_0147,Deep Learning;Node.js,React Native mobile development: cross-platform apps with navigation and state management,3,21353,944,144,113,67,2,INDIA,English,practical;comprehensive
EDU_0148,Deep Learning,"Software engineering best practices: clean code, testing, and agile development methodologies",5,12652,416,40,29,14,0,INDIA,Telugu,theory
EDU_0149,C++,React Native mobile development: cross-platform apps with navigation and state management,3,9426,339,37,30,17,0,INDIA,English,comprehensive
EDU_0150,Frontend Development,"Data analysis with Python: exploratory data analysis, visualization with matplotlib and seaborn",3,29856,1228,189,150,85,9,INDIA,English,advanced
EDU_0151,Software Engineering,"Backend development masterclass: Node.js, Express, MongoDB, and RESTful API design patterns",2,14088,499,55,45,20,1,INDIA,Telugu,step-by-step
EDU_0152,C++,"Software engineering best practices: clean code, testing, and agile development methodologies",3,10050,327,30,18,9,0,INDIA,Telugu,beginner-friendly
EDU_0153,SQL,Complete Python programming masterclass: from basics to advanced projects including web scraping and automation,3,19775,1018,203,165,119,3,INDIA,Hindi,career-guidance;project-based
EDU_0154,PostgreSQL,Complete Python programming masterclass: from basics to advanced projects including web scraping and automation,1,25000,2000,400,360,270,12,INDIA,English,hands-on
EDU_0155,SQL,Coding interview bootcamp: problem-solving techniques and whiteboard coding strategies,5,28907,1394,211,165,112,4,INDIA,English,advanced;comprehensive
EDU_0156,Programming Fundamentals,"Data analysis with Python: exploratory data analysis, visualization with matplotlib and seaborn",3,24058,829,112,78,33,3,INDIA,English,career-guidance;interview-prep
EDU_0157,MongoDB,Full-stack development bootcamp: MERN stack with authentication and deployment strategies,4,12716,443,56,34,21,0,INDIA,Hindi,practical
EDU_0158,Statistics,"Data analysis with Python: exploratory data analysis, visualization with matplotlib and seaborn",3,59191,2451,196,145,65,6,INDIA,Hindi,quick-start;hands-on
EDU_0159,Data Structures,"JavaScript complete guide: ES6+, async programming, DOM manipulation, and modern frameworks",3,20555,772,92,74,44,4,INDIA,Hindi,advanced
EDU_0160,Node.js;Data Structures,"JavaScript complete guide: ES6+, async programming, DOM manipulation, and modern frameworks",3,3745,136,16,10,6,0,INDIA,Telugu,step-by-step
EDU_0161,Career Guidance,React Native mobile development: cross-platform apps with navigation and state management,6,25000,930,153,121,76,2,INDIA,English,step-by-step
EDU_0162,Backend Development,"Data analysis with Python: exploratory data analysis, visualization with matplotlib and seaborn",3,95845,3690,565,411,191,14,INDIA,Hindi,project-based;career-guidance
EDU_0163,C++,Web development portfolio: 10 projects to showcase your skills and impress employers,6,70035,1999,241,178,93,10,INDIA,English,interview-prep
EDU_0164,DevOps;Java,"Career transition to tech: portfolio building, networking, and landing your first developer job",5,25836,813,98,66,35,2,INDIA,Hindi,step-by-step
EDU_0165,Programming Fundamentals;Node.js,"Software engineering best practices: clean code, testing, and agile development methodologies",4,9888,400,59,39,24,2,INDIA,English,beginner-friendly
EDU_0166,Django;Analytics,"Data analysis with Python: exploratory data analysis, visualization with matplotlib and seaborn",6,59559,1764,135,87,43,1,INDIA,English,career-guidance
EDU_0167,Interview Preparation;System Design,System design interview masterclass: scalability patterns and distributed systems architecture,1,27845,1850,420,378,283,28,INDIA,English,beginner-friendly
EDU_0168,Algorithms;Django,"Data analysis with Python: exploratory data analysis, visualization with matplotlib and seaborn",2,10403,463,45,35,18,1,INDIA,English,hands-on;theory
EDU_0169,React;Analytics,"Career transition to tech: portfolio building, networking, and landing your first developer job",2,49203,1552,332,276,207,12,INDIA,Telugu,beginner-friendly;tutorial
EDU_0170,C++,"JavaScript complete guide: ES6+, async programming, DOM manipulation, and modern frameworks",7,37302,1323,124,75,35,2,INDIA,English,theory;tutorial
EDU_0171,C++,System design interview masterclass: scalability patterns and distributed systems architecture,5,18258,681,48,31,16,1,INDIA,English,career-guidance
EDU_0172,C++,"Software engineering best practices: clean code, testing, and agile development methodologies",4,4694,161,28,23,14,0,INDIA,English,career-guidance;quick-start
EDU_0173,Programming Fundamentals,"AWS cloud computing: EC2, S3, Lambda, and serverless architecture implementation guide",2,50000,1947,262,209,105,3,INDIA,English,quick-start
EDU_0174,Java,"JavaScript complete guide: ES6+, async programming, DOM manipulation, and modern frameworks",3,61414,1731,208,137,58,2,INDIA,Hindi,career-guidance
EDU_0175,Data Science,Machine learning algorithms deep dive: linear regression to neural networks with Python implementation,5,4547,147,23,20,10,0,INDIA,Telugu,hands-on
EDU_0176,Artificial Intelligence,Data structures and algorithms: coding interview preparation with 200+ practice problems,3,7060,281,44,30,16,0,INDIA,English,quick-start
EDU_0177,Programming Fundamentals,"SQL for data analysis: advanced queries, window functions, and database optimization techniques",3,20390,705,84,50,30,1,INDIA,English,comprehensive
EDU_0178,Artificial Intelligence;Flask,"SQL for data analysis: advanced queries, window functions, and database optimization techniques",4,388533,15606,1791,1405,498,56,INDIA,Telugu,project-based
EDU_0179,SQL,"Data Science career roadmap 2024: statistics, pandas, machine learning, and real industry projects",4,138506,8980,1744,1343,1001,101,INDIA,English,career-guidance;advanced
EDU_0180,C++;Cloud Computing,Complete Python programming masterclass: from basics to advanced projects including web scraping and automation,2,32575,1411,225,134,78,4,INDIA,English,hands-on;project-based
EDU_0181,DevOps;System Design,"AWS cloud computing: EC2, S3, Lambda, and serverless architecture implementation guide",5,9810,241,26,21,10,0,INDIA,Telugu,comprehensive
EDU_0182,Software Engineering,"AWS cloud computing: EC2, S3, Lambda, and serverless architecture implementation guide",4,65442,1479,238,181,107,8,INDIA,English,practical
